Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
134,Tyler,Eifert,CIN,TE,164.82,2019,TE1,164.82,,False,14918,85.1,5.3,16,0.0,0.0,0.0,0.0,43.0,63.0,436.0,68.3,3.0,6.9,10.1
135,Deebo,Samuel,SFO,WR,166.52,2019,WR3,98.21,105.79,True,20932,160.6,10.7,15,14.0,159.0,11.4,3.0,57.0,81.0,802.0,70.4,3.0,9.9,14.1
136,TreQuan,Smith,NOS,WR,167.56,2019,WR3,13.55,157.42,False,19897,62.4,5.7,11,0.0,0.0,0.0,0.0,18.0,25.0,234.0,72.0,5.0,9.4,13.0
137,Giovani,Bernard,CIN,RB,169.06,2019,RB2,20.16,169.06,False,14916,53.4,3.3,16,53.0,170.0,3.2,0.0,30.0,43.0,234.0,69.8,0.0,5.4,7.8
139,Randall,Cobb,DAL,WR,170.78,2019,WR3,33.78,130.04,False,13227,127.4,8.5,15,3.0,11.0,3.7,0.0,55.0,83.0,828.0,66.3,3.0,10.0,15.1
140,Malcolm,Brown,LAR,RB,171.05,2019,RB2,11.84,171.05,False,17053,58.1,4.2,14,69.0,255.0,3.7,5.0,2.0,6.0,16.0,33.3,0.0,2.7,8.0
141,Jakobi,Meyers,NEP,WR,172.56,2019,WR4,44.49,145.27,False,20876,48.9,3.3,15,0.0,0.0,0.0,0.0,26.0,41.0,359.0,63.4,0.0,8.8,13.8
142,Nelson,Agholor,PHI,WR,173.63,2019,WR1,173.63,185.51,False,16781,74.5,6.8,11,2.0,7.0,3.5,0.0,39.0,69.0,363.0,56.5,3.0,5.3,9.3
143,Cole,Beasley,BUF,WR,174.0,2019,WR2,124.86,174.0,False,14141,151.3,10.1,15,0.0,0.0,0.0,0.0,67.0,104.0,778.0,64.4,6.0,7.5,11.6
144,Gus,Edwards,BAL,RB,176.61,2019,RB3,43.48,146.36,False,20239,89.1,5.6,16,133.0,711.0,5.3,2.0,7.0,8.0,45.0,87.5,0.0,5.6,6.4
145,AJ,Brown,TEN,WR,177.31,2019,WR2,84.0,177.31,False,21042,191.1,11.9,16,3.0,60.0,20.0,1.0,52.0,84.0,1051.0,61.9,8.0,12.5,20.2
146,Chase,Edmonds,ARI,RB,179.23,2019,RB3,10.31,88.82,False,19919,76.8,5.9,13,60.0,303.0,5.0,4.0,12.0,21.0,105.0,57.1,1.0,5.0,8.8
149,Demaryius,Thomas,NYJ,WR,180.03,2019,WR3,78.78,151.59,False,11197,67.3,6.1,11,0.0,0.0,0.0,0.0,36.0,58.0,433.0,62.1,1.0,7.5,12.0
150,Adam,Humphries,TEN,WR,180.56,2019,WR3,84.0,177.31,False,17290,68.0,5.7,12,1.0,1.0,1.0,0.0,37.0,47.0,374.0,78.7,2.0,8.0,10.1
152,Frank,Gore,BUF,RB,183.54,2019,RB2,128.63,183.54,False,5820,88.4,5.5,16,166.0,599.0,3.6,2.0,13.0,16.0,100.0,81.2,0.0,6.2,7.7
153,DaeSean,Hamilton,DEN,WR,183.66,2019,WR2,103.97,183.66,False,19916,49.7,3.1,16,0.0,0.0,0.0,0.0,28.0,52.0,297.0,53.8,1.0,5.7,10.6
154,Danny,Amendola,DET,WR,184.32,2019,WR3,55.49,97.67,True,9906,109.56,7.3,15,0.0,0.0,0.0,0.0,62.0,96.0,678.0,64.6,1.0,7.1,10.9
155,Rex,Burkhead,NEP,RB,184.36,2019,RB4,42.14,66.17,True,14917,87.6,6.7,13,65.0,302.0,4.6,3.0,27.0,38.0,279.0,71.1,0.0,7.3,10.3
157,Miles,Boykin,BAL,WR,184.66,2019,WR3,144.54,157.72,False,21037,44.3,2.8,16,0.0,0.0,0.0,0.0,13.0,22.0,198.0,59.1,3.0,9.0,15.2
159,Albert,Wilson,MIA,WR,186.56,2019,WR2,161.15,186.56,False,16308,67.9,5.2,13,5.0,45.0,9.0,0.0,43.0,62.0,351.0,69.4,1.0,5.7,8.2
160,Cameron,Brate,TBB,TE,188.34,2019,TE2,63.19,188.34,False,16593,73.1,4.6,16,0.0,0.0,0.0,0.0,36.0,56.0,311.0,64.3,4.0,5.6,8.6
161,Zay,Jones,OAK,WR,190.81,2019,WR2,146.19,190.81,False,18926,35.4,2.4,15,1.0,3.0,3.0,0.0,27.0,45.0,216.0,60.0,0.0,4.8,8.0
162,Jalen,Richard,OAK,RB,191.87,2019,RB2,38.7,191.87,False,18690,64.8,4.0,16,39.0,145.0,3.7,0.0,36.0,43.0,323.0,83.7,0.0,7.5,9.0
164,John,Ross,CIN,WR,199.0,2019,WR3,63.3,74.0,True,18881,81.0,10.1,8,3.0,4.0,1.3,0.0,28.0,56.0,506.0,50.0,3.0,9.0,18.1
1,Christian,McCaffrey,CAR,RB,1.44,2020,RB1,1.44,,False,18877,81.9,27.3,3,59.0,225.0,3.8,5.0,17.0,19.0,149.0,89.5,1.0,7.8,8.8
3,Ezekiel,Elliott,DAL,RB,3.79,2020,RB1,3.79,152.88,False,17923,197.7,13.2,15,244.0,979.0,4.0,6.0,52.0,71.0,338.0,73.2,2.0,4.8,6.5
4,Derrick,Henry,TEN,RB,5.64,2020,RB1,5.64,180.76,False,17959,323.6,20.2,16,378.0,2027.0,5.4,17.0,19.0,31.0,114.0,61.3,0.0,3.7,6.0
5,Michael,Thomas,NOS,WR,7.3,2020,WR1,7.3,105.95,False,17960,63.9,9.1,7,1.0,1.0,1.0,0.0,40.0,55.0,438.0,72.7,0.0,8.0,11.0
6,Alvin,Kamara,NOS,RB,7.36,2020,RB1,7.36,115.6,False,18878,336.3,22.4,15,187.0,932.0,5.0,16.0,83.0,107.0,756.0,77.6,5.0,7.1,9.1
7,Dalvin,Cook,MIN,RB,7.4,2020,RB1,7.4,128.65,False,18872,315.8,22.6,14,312.0,1557.0,5.0,16.0,44.0,54.0,361.0,81.5,1.0,6.7,8.2
8,Clyde,EdwardsHelaire,KCC,RB,10.64,2020,RB1,10.64,45.04,False,21769,158.0,12.2,13,181.0,803.0,4.4,4.0,36.0,54.0,297.0,66.7,1.0,5.5,8.2
9,Aaron,Jones,GBP,RB,13.43,2020,RB1,13.43,146.99,False,19045,235.4,16.8,14,201.0,1104.0,5.5,9.0,47.0,63.0,355.0,74.6,2.0,5.6,7.6
10,Davante,Adams,GBP,WR,13.59,2020,WR1,13.59,147.44,False,16470,300.9,21.5,14,0.0,0.0,0.0,0.0,115.0,148.0,1374.0,77.7,18.0,9.3,11.9
11,Nick,Chubb,CLE,RB,15.26,2020,RB1,15.26,65.61,False,19798,199.7,16.6,12,190.0,1067.0,5.6,12.0,16.0,18.0,150.0,88.9,0.0,8.3,9.4
12,Josh,Jacobs,LVR,RB,15.33,2020,RB1,15.33,198.62,False,20824,214.8,14.3,15,273.0,1065.0,3.9,12.0,33.0,45.0,238.0,73.3,0.0,5.3,7.2
13,Tyreek,Hill,KCC,WR,16.24,2020,WR1,16.24,119.99,False,18082,285.4,19.0,15,13.0,123.0,9.5,2.0,87.0,135.0,1276.0,64.4,15.0,9.5,14.7
14,Julio,Jones,ATL,WR,17.19,2020,WR1,17.19,47.88,False,13291,120.6,13.4,9,0.0,0.0,0.0,0.0,51.0,68.0,771.0,75.0,3.0,11.3,15.1
15,Joe,Mixon,CIN,RB,18.35,2020,RB1,18.35,189.14,False,18858,89.1,14.8,6,119.0,428.0,3.6,3.0,21.0,26.0,138.0,80.8,1.0,5.3,6.6
16,Travis,Kelce,KCC,TE,18.81,2020,TE1,18.81,,False,15048,260.26,17.4,15,0.0,0.0,0.0,0.0,105.0,145.0,1416.0,72.4,11.0,9.8,13.5
17,DeAndre,Hopkins,ARI,WR,19.23,2020,WR1,19.23,115.64,False,14986,230.3,14.4,16,1.0,1.0,1.0,0.0,115.0,160.0,1407.0,71.9,6.0,8.8,12.2
18,Austin,Ekeler,LAC,RB,19.61,2020,RB1,19.61,148.64,False,19562,138.3,13.8,10,116.0,530.0,4.6,1.0,54.0,65.0,403.0,83.1,2.0,6.2,7.5
19,Kenyan,Drake,ARI,RB,21.4,2020,RB1,21.4,142.71,False,18003,179.7,12.0,15,239.0,955.0,4.0,10.0,25.0,31.0,137.0,80.6,0.0,4.4,5.5
20,Miles,Sanders,PHI,RB,22.26,2020,RB1,22.26,86.91,False,20933,156.4,13.0,12,164.0,867.0,5.3,6.0,28.0,52.0,197.0,53.8,0.0,3.8,7.0
21,Chris,Godwin,TBB,WR,26.56,2020,WR1,26.56,27.58,False,18880,158.5,13.2,12,0.0,0.0,0.0,0.0,65.0,84.0,840.0,77.4,7.0,10.0,12.9
22,George,Kittle,SFO,TE,27.24,2020,TE1,27.24,,False,19063,101.1,12.6,8,2.0,17.0,8.5,0.0,48.0,63.0,634.0,76.2,2.0,10.1,13.2
23,Mike,Evans,TBB,WR,27.58,2020,WR2,26.56,27.58,False,16597,213.6,13.4,16,0.0,0.0,0.0,0.0,70.0,109.0,1006.0,64.2,13.0,9.2,14.4
24,Todd,Gurley,ATL,RB,28.38,2020,RB1,28.38,184.8,False,16771,150.7,10.0,15,195.0,678.0,3.5,9.0,25.0,34.0,164.0,73.5,0.0,4.8,6.6
25,Kenny,Golladay,DET,WR,28.76,2020,WR1,28.76,95.55,False,18977,55.8,11.2,5,0.0,0.0,0.0,0.0,20.0,32.0,338.0,62.5,2.0,10.6,16.9
26,Amari,Cooper,DAL,WR,31.93,2020,WR1,31.93,76.33,False,16765,190.8,11.9,16,6.0,14.0,2.3,0.0,92.0,130.0,1114.0,70.8,5.0,8.6,12.1
27,James,Conner,PIT,RB,34.68,2020,RB1,34.68,166.62,False,18983,147.1,11.3,13,169.0,721.0,4.3,6.0,35.0,43.0,215.0,81.4,0.0,5.0,6.1
28,Raheem,Mostert,SFO,RB,35.01,2020,RB1,35.01,122.42,False,17217,91.7,11.5,8,104.0,521.0,5.0,2.0,16.0,19.0,156.0,84.2,1.0,8.2,9.8
29,Adam,Thielen,MIN,WR,35.69,2020,WR1,35.69,126.75,False,15534,217.0,14.5,15,3.0,15.0,5.0,0.0,74.0,108.0,925.0,68.5,14.0,8.6,12.5
30,Odell,Beckham,CLE,WR,35.94,2020,WR1,35.94,76.93,False,16389,75.32,10.8,7,3.0,72.0,24.0,1.0,23.0,43.0,319.0,53.5,3.0,7.4,13.9
31,Chris,Carson,SEA,RB,36.35,2020,RB1,36.35,161.59,False,19119,169.3,14.1,12,141.0,681.0,4.8,5.0,37.0,46.0,287.0,80.4,4.0,6.2,7.8
32,JuJu,SmithSchuster,PIT,WR,36.95,2020,WR1,36.95,114.92,False,18883,185.6,11.6,16,0.0,0.0,0.0,0.0,97.0,128.0,831.0,75.8,9.0,6.5,8.6
33,David,Johnson,HOU,RB,38.02,2020,RB1,38.02,127.91,False,16847,163.0,13.6,12,147.0,691.0,4.7,6.0,33.0,46.0,314.0,71.7,2.0,6.8,9.5
34,Jonathan,Taylor,IND,RB,39.95,2020,RB1,39.95,94.46,True,21682,234.8,15.7,15,232.0,1169.0,5.0,11.0,36.0,39.0,299.0,92.3,1.0,7.7,8.3
35,Cooper,Kupp,LAR,WR,40.4,2020,WR1,40.4,53.68,True,18882,162.7,10.8,15,4.0,33.0,8.2,0.0,92.0,124.0,974.0,74.2,3.0,7.9,10.6
36,Leonard,Fournette,TBB,RB,40.54,2020,RB1,40.54,93.5,True,18803,114.0,8.8,13,97.0,367.0,3.8,6.0,36.0,47.0,233.0,76.6,0.0,5.0,6.5
38,AJ,Brown,TEN,WR,44.86,2020,WR1,44.86,175.49,False,21042,206.5,14.8,14,0.0,0.0,0.0,0.0,70.0,106.0,1075.0,66.0,11.0,10.1,15.4
39,LeVeon,Bell,KCC,RB,45.04,2020,RB2,10.64,45.04,False,14967,66.6,6.1,11,82.0,328.0,4.0,2.0,16.0,20.0,138.0,80.0,0.0,6.9,8.6
40,Allen,Robinson,CHI,WR,46.41,2020,WR1,46.41,139.3,False,16263,211.9,13.2,16,1.0,-1.0,-1.0,0.0,102.0,151.0,1250.0,67.5,6.0,8.3,12.3
41,Mark,Andrews,BAL,TE,47.33,2020,TE1,47.33,,False,19803,141.1,10.1,14,0.0,0.0,0.0,0.0,58.0,88.0,701.0,65.9,7.0,8.0,12.1
42,Calvin,Ridley,ATL,WR,47.88,2020,WR2,17.19,47.88,False,19802,236.5,15.8,15,5.0,1.0,0.2,0.0,90.0,143.0,1374.0,62.9,9.0,9.6,15.3
43,Tyler,Lockett,SEA,WR,48.04,2020,WR1,48.04,53.39,True,16830,215.4,13.5,16,0.0,0.0,0.0,0.0,100.0,132.0,1054.0,75.8,10.0,8.0,10.5
44,DJ,Moore,CAR,WR,49.83,2020,WR1,49.83,152.78,False,19844,178.5,11.9,15,2.0,22.0,11.0,0.0,66.0,118.0,1193.0,55.9,4.0,10.1,18.1
45,Cam,Akers,LAR,RB,50.42,2020,RB1,50.42,147.62,False,21688,96.3,7.4,13,145.0,625.0,4.3,2.0,11.0,14.0,123.0,78.6,1.0,8.8,11.2
46,Melvin,Gordon,DEN,RB,50.72,2020,RB1,50.72,100.85,True,16776,182.4,12.2,15,215.0,986.0,4.6,9.0,32.0,44.0,158.0,72.7,1.0,3.6,4.9
47,Zach,Ertz,PHI,TE,51.32,2020,TE1,51.32,153.0,False,14856,59.5,5.4,11,0.0,0.0,0.0,0.0,36.0,72.0,335.0,50.0,1.0,4.7,9.3
48,DK,Metcalf,SEA,WR,53.39,2020,WR2,48.04,53.39,True,20875,229.8,14.4,16,0.0,0.0,0.0,0.0,83.0,129.0,1303.0,64.3,10.0,10.1,15.7
49,Robert,Woods,LAR,WR,53.68,2020,WR2,40.4,53.68,True,14871,200.1,12.5,16,24.0,155.0,6.5,2.0,90.0,129.0,936.0,69.8,6.0,7.3,10.4
50,Devin,Singletary,BUF,RB,55.33,2020,RB1,55.33,105.01,True,20941,124.6,7.8,16,156.0,687.0,4.4,2.0,38.0,50.0,269.0,76.0,0.0,5.4,7.1
51,Keenan,Allen,LAC,WR,56.17,2020,WR1,56.17,151.33,False,15076,195.1,13.9,14,1.0,-1.0,-1.0,0.0,100.0,147.0,992.0,68.0,8.0,6.7,9.9
52,Stefon,Diggs,BUF,WR,59.65,2020,WR1,59.65,127.34,False,16906,265.1,16.6,16,1.0,1.0,1.0,0.0,127.0,166.0,1535.0,76.5,8.0,9.2,12.1
54,AJ,Green,CIN,WR,63.41,2020,WR1,63.41,84.09,True,12845,87.8,5.5,16,0.0,0.0,0.0,0.0,47.0,104.0,523.0,45.2,2.0,5.0,11.1
55,Terry,McLaurin,WAS,WR,64.36,2020,WR1,64.36,187.41,False,20873,180.3,12.0,15,2.0,30.0,15.0,0.0,87.0,134.0,1118.0,64.9,4.0,8.3,12.9
56,DeVante,Parker,MIA,WR,65.35,2020,WR1,65.35,139.82,False,16775,134.8,9.6,14,0.0,0.0,0.0,0.0,63.0,103.0,793.0,61.2,4.0,7.7,12.6
57,DJ,Chark,JAC,WR,65.51,2020,WR1,65.51,175.66,False,19816,127.1,9.8,13,0.0,0.0,0.0,0.0,53.0,93.0,706.0,57.0,5.0,7.6,13.3
58,Kareem,Hunt,CLE,RB,65.61,2020,RB2,15.26,65.61,False,18944,199.5,12.5,16,198.0,841.0,4.2,6.0,38.0,51.0,304.0,74.5,5.0,6.0,8.0
59,TY,Hilton,IND,WR,66.2,2020,WR1,66.2,158.54,False,14005,136.2,9.1,15,0.0,0.0,0.0,0.0,56.0,93.0,762.0,60.2,5.0,8.2,13.6
60,Darren,Waller,LVR,TE,69.76,2020,TE1,69.76,,False,16964,225.1,14.1,16,0.0,0.0,0.0,0.0,107.0,145.0,1196.0,73.8,9.0,8.2,11.2
61,Rob,Gronkowski,TBB,TE,71.58,2020,TE1,71.58,,False,10974,126.8,7.9,16,0.0,0.0,0.0,0.0,45.0,77.0,623.0,58.4,7.0,8.1,13.8
62,Michael,Gallup,DAL,WR,76.33,2020,WR2,31.93,76.33,False,19867,143.8,9.0,16,0.0,0.0,0.0,0.0,59.0,105.0,843.0,56.2,5.0,8.0,14.3
63,Jarvis,Landry,CLE,WR,76.93,2020,WR2,35.94,76.93,False,16020,151.96,10.1,15,4.0,10.0,2.5,1.0,72.0,101.0,840.0,71.3,3.0,8.3,11.7
64,Marquise,Brown,BAL,WR,77.19,2020,WR1,77.19,,False,21045,154.0,9.6,16,1.0,1.0,1.0,0.0,58.0,100.0,769.0,58.0,8.0,7.7,13.3
65,Jared,Cook,NOS,TE,77.34,2020,TE1,77.34,,False,8534,108.9,7.3,15,0.0,0.0,0.0,0.0,37.0,60.0,504.0,61.7,7.0,8.4,13.6
66,David,Montgomery,CHI,RB,80.26,2020,RB1,80.26,101.2,True,20882,237.8,15.9,15,247.0,1070.0,4.3,8.0,54.0,68.0,438.0,79.4,2.0,6.4,8.1
67,DAndre,Swift,DET,RB,82.02,2020,RB1,82.02,93.93,True,21684,166.8,12.8,13,114.0,521.0,4.6,8.0,46.0,57.0,357.0,80.7,2.0,6.3,7.8
68,JK,Dobbins,BAL,RB,82.23,2020,RB1,82.23,188.86,False,21674,159.5,10.6,15,134.0,805.0,6.0,9.0,18.0,24.0,120.0,75.0,0.0,5.0,6.7
69,Julian,Edelman,NEP,WR,83.02,2020,WR1,83.02,144.89,False,8355,45.72,7.6,6,2.0,22.0,11.0,0.0,21.0,39.0,315.0,53.8,0.0,8.1,15.0
70,Tyler,Boyd,CIN,WR,84.09,2020,WR2,63.41,84.09,True,17986,153.14,10.2,15,5.0,49.0,9.8,0.0,79.0,110.0,841.0,71.8,4.0,7.6,10.6
71,Brandin,Cooks,HOU,WR,84.53,2020,WR1,84.53,88.42,True,16568,191.5,12.8,15,0.0,0.0,0.0,0.0,81.0,119.0,1150.0,68.1,6.0,9.7,14.2
72,Evan,Engram,NYG,TE,86.12,2020,TE1,86.12,,False,18912,109.5,6.8,16,6.0,26.0,4.3,1.0,63.0,109.0,654.0,57.8,1.0,6.0,10.4
73,Jordan,Howard,PHI,RB,86.91,2020,RB2,22.26,86.91,False,18067,30.2,4.3,7,35.0,60.0,1.7,4.0,1.0,1.0,-3.0,100.0,0.0,-3.0,-3.0
74,Will,Fuller,HOU,WR,88.42,2020,WR2,84.53,88.42,True,17916,162.4,14.8,11,1.0,0.0,0.0,0.0,53.0,75.0,879.0,70.7,8.0,11.7,16.6
75,Antonio,Gibson,WAS,RB,88.53,2020,RB1,88.53,140.88,False,21861,184.2,13.2,14,170.0,795.0,4.7,11.0,36.0,44.0,247.0,81.8,0.0,5.6,6.9
76,James,White,NEP,RB,89.72,2020,RB1,89.72,108.89,False,16056,92.1,6.6,14,35.0,121.0,3.5,2.0,49.0,62.0,375.0,79.0,1.0,6.0,7.7
77,Ronald,Jones,TBB,RB,93.5,2020,RB2,40.54,93.5,True,19861,172.3,12.3,14,192.0,978.0,5.1,7.0,28.0,42.0,165.0,66.7,1.0,3.9,5.9
78,Kerryon,Johnson,DET,RB,93.93,2020,RB2,82.02,93.93,True,19822,62.3,3.9,16,52.0,181.0,3.5,2.0,19.0,26.0,187.0,73.1,1.0,7.2,9.8
80,Marvin,Jones,DET,WR,95.55,2020,WR2,28.76,95.55,False,13870,189.8,11.9,16,0.0,0.0,0.0,0.0,76.0,115.0,978.0,66.1,9.0,8.5,12.9
81,Hunter,Henry,LAC,TE,97.63,2020,TE1,97.63,,False,17975,115.3,8.2,14,0.0,0.0,0.0,0.0,60.0,93.0,613.0,64.5,4.0,6.6,10.2
82,CeeDee,Lamb,DAL,WR,99.89,2020,WR3,31.93,76.33,False,21679,174.7,10.9,16,10.0,82.0,8.2,1.0,74.0,111.0,935.0,66.7,5.0,8.4,12.6
83,Austin,Hooper,CLE,TE,100.09,2020,TE1,100.09,,False,17963,90.5,7.0,13,0.0,0.0,0.0,0.0,46.0,70.0,435.0,65.7,4.0,6.2,9.5
84,Phillip,Lindsay,DEN,RB,100.85,2020,RB2,50.72,100.85,True,20128,62.5,5.7,11,118.0,502.0,4.3,1.0,7.0,14.0,28.0,50.0,0.0,2.0,4.0
85,Deebo,Samuel,SFO,WR,100.91,2020,WR1,100.91,159.5,False,20932,64.2,9.2,7,8.0,26.0,3.2,0.0,33.0,44.0,391.0,75.0,1.0,8.9,11.8
87,Hayden,Hurst,ATL,TE,102.92,2020,TE1,102.92,,False,19843,121.1,7.6,16,0.0,0.0,0.0,0.0,56.0,88.0,571.0,63.6,6.0,6.5,10.2
88,Tyler,Higbee,LAR,TE,104.24,2020,TE1,104.24,190.05,False,18032,106.2,7.1,15,1.0,1.0,1.0,0.0,44.0,60.0,521.0,73.3,5.0,8.7,11.8
89,Zack,Moss,BUF,RB,105.01,2020,RB2,55.33,105.01,True,21784,94.6,7.3,13,112.0,481.0,4.3,4.0,14.0,18.0,95.0,77.8,1.0,5.3,6.8
90,Emmanuel,Sanders,NOS,WR,105.95,2020,WR2,7.3,105.95,False,11063,134.3,9.6,14,1.0,12.0,12.0,0.0,61.0,82.0,726.0,74.4,5.0,8.9,11.9
91,Golden,Tate,NYG,WR,108.85,2020,WR1,108.85,112.56,False,11611,69.02,5.8,12,0.0,0.0,0.0,0.0,35.0,52.0,388.0,67.3,2.0,7.5,11.1
92,Sony,Michel,NEP,RB,108.89,2020,RB2,89.72,108.89,False,19828,71.8,8.0,9,79.0,449.0,5.7,1.0,7.0,9.0,114.0,77.8,1.0,12.7,16.3
93,Jerry,Jeudy,DEN,WR,111.94,2020,WR2,61.35,111.94,False,21692,131.6,8.2,16,0.0,0.0,0.0,0.0,52.0,113.0,856.0,46.0,3.0,7.6,16.5
94,Sterling,Shepard,NYG,WR,112.56,2020,WR2,108.85,112.56,False,17961,129.5,10.8,12,6.0,49.0,8.2,1.0,66.0,90.0,656.0,73.3,3.0,7.3,9.9
95,Darius,Slayton,NYG,WR,112.83,2020,WR3,108.85,112.56,False,20943,116.0,7.2,16,2.0,-1.0,-0.5,0.0,50.0,97.0,751.0,51.5,3.0,7.7,15.0
97,Diontae,Johnson,PIT,WR,114.92,2020,WR2,36.95,114.92,False,21077,177.8,11.9,15,3.0,15.0,5.0,0.0,88.0,144.0,923.0,61.1,7.0,6.4,10.5
98,Latavius,Murray,NOS,RB,115.6,2020,RB2,7.36,115.6,False,15071,124.7,8.3,15,146.0,656.0,4.5,4.0,23.0,26.0,176.0,88.5,1.0,6.8,7.7
99,Christian,Kirk,ARI,WR,115.64,2020,WR2,19.23,115.64,False,19815,122.4,8.7,14,2.0,3.0,1.5,0.0,48.0,79.0,621.0,60.8,6.0,7.9,12.9
100,James,Robinson,JAC,RB,116.74,2020,RB1,116.74,124.54,False,21970,225.9,16.1,14,240.0,1070.0,4.5,7.0,49.0,60.0,344.0,81.7,3.0,5.7,7.0
101,Noah,Fant,DEN,TE,119.0,2020,TE1,119.0,,False,20753,118.3,7.9,15,0.0,0.0,0.0,0.0,62.0,93.0,673.0,66.7,3.0,7.2,10.9
102,Mecole,Hardman,KCC,WR,119.99,2020,WR2,16.24,119.99,False,20788,101.6,6.4,16,4.0,31.0,7.8,0.0,41.0,62.0,560.0,66.1,4.0,9.0,13.7
104,Adrian,Peterson,DET,RB,124.12,2020,RB3,82.02,93.93,True,4807,118.5,7.4,16,156.0,604.0,3.9,7.0,12.0,18.0,101.0,66.7,0.0,5.6,8.4
105,Chris,Thompson,JAC,RB,124.54,2020,RB2,116.74,124.54,False,15102,32.6,4.1,8,7.0,20.0,2.9,0.0,20.0,23.0,146.0,87.0,1.0,6.3,7.3
106,Matt,Breida,MIA,RB,126.34,2020,RB1,126.34,181.27,False,19319,37.5,3.1,12,59.0,254.0,4.3,0.0,9.0,10.0,96.0,90.0,0.0,9.6,10.7
107,Justin,Jefferson,MIN,WR,126.75,2020,WR2,35.69,126.75,False,21685,230.2,14.4,16,1.0,2.0,2.0,0.0,88.0,125.0,1400.0,70.4,7.0,11.2,15.9
108,John,Brown,BUF,WR,127.34,2020,WR2,59.65,127.34,False,16640,80.3,8.9,9,0.0,0.0,0.0,0.0,33.0,52.0,458.0,63.5,3.0,8.8,13.9
110,Duke,Johnson,HOU,RB,127.91,2020,RB2,38.02,127.91,False,16838,70.4,6.4,11,77.0,235.0,3.1,1.0,28.0,35.0,249.0,80.0,1.0,7.1,8.9
111,Alexander,Mattison,MIN,RB,128.65,2020,RB2,7.4,128.65,False,20868,80.4,6.2,13,96.0,434.0,4.5,2.0,13.0,15.0,125.0,86.7,1.0,8.3,9.6
112,Jamison,Crowder,NYJ,WR,129.21,2020,WR1,129.21,146.33,False,16866,142.52,11.9,12,1.0,14.0,14.0,0.0,59.0,88.0,699.0,67.0,6.0,7.9,11.8
113,TJ,Hockenson,DET,TE,132.26,2020,TE1,132.26,,False,20805,141.8,8.9,16,1.0,0.0,0.0,0.0,67.0,101.0,723.0,66.3,6.0,7.2,10.8
115,Mike,Gesicki,MIA,TE,135.58,2020,TE1,135.58,,False,19853,132.8,8.9,15,0.0,0.0,0.0,0.0,53.0,85.0,703.0,62.4,6.0,8.3,13.3
116,Sammy,Watkins,KCC,WR,137.47,2020,WR3,16.24,119.99,False,16003,68.9,6.9,10,1.0,3.0,3.0,0.0,37.0,55.0,421.0,67.3,2.0,7.7,11.4
117,Jack,Doyle,IND,TE,137.75,2020,TE1,137.75,,False,15602,52.6,3.8,14,0.0,0.0,0.0,0.0,23.0,33.0,251.0,69.7,3.0,7.6,10.9
118,DeSean,Jackson,PHI,WR,138.38,2020,WR1,138.38,148.79,False,3943,37.8,7.6,5,1.0,12.0,12.0,0.0,14.0,26.0,236.0,53.8,1.0,9.1,16.9
119,Anthony,Miller,CHI,WR,139.3,2020,WR2,46.41,139.3,False,19864,84.2,5.3,16,2.0,12.0,6.0,0.0,49.0,76.0,485.0,64.5,2.0,6.4,9.9
120,Preston,Williams,MIA,WR,139.82,2020,WR2,65.35,139.82,False,20988,65.8,8.2,8,0.0,0.0,0.0,0.0,18.0,35.0,288.0,51.4,4.0,8.2,16.0
122,Boston,Scott,PHI,RB,141.15,2020,RB3,22.26,86.91,False,20039,83.1,5.2,16,80.0,374.0,4.7,1.0,25.0,36.0,212.0,69.4,1.0,5.9,8.5
123,Jonnu,Smith,TEN,TE,141.92,2020,TE1,141.92,,False,18990,119.7,8.0,15,2.0,4.0,2.0,1.0,41.0,65.0,448.0,63.1,8.0,6.9,10.9
124,Chase,Edmonds,ARI,RB,142.71,2020,RB2,21.4,142.71,False,19919,141.5,8.8,16,97.0,448.0,4.6,1.0,53.0,67.0,402.0,79.1,4.0,6.0,7.6
126,NKeal,Harry,NEP,WR,144.89,2020,WR2,83.02,144.89,False,20792,57.4,4.1,14,2.0,0.0,0.0,0.0,33.0,57.0,309.0,57.9,2.0,5.4,9.4
127,Damien,Harris,NEP,RB,145.57,2020,RB3,89.72,108.89,False,20790,88.8,8.9,10,137.0,691.0,5.0,2.0,5.0,7.0,52.0,71.4,0.0,7.4,10.4
128,Breshad,Perriman,NYJ,WR,146.33,2020,WR2,129.21,146.33,False,16787,84.1,7.0,12,1.0,6.0,6.0,0.0,30.0,60.0,505.0,50.0,3.0,8.4,16.8
129,AJ,Dillon,GBP,RB,146.99,2020,RB2,13.43,146.99,False,21802,39.3,3.6,11,46.0,242.0,5.3,2.0,2.0,2.0,21.0,100.0,0.0,10.5,10.5
130,Allen,Lazard,GBP,WR,147.44,2020,WR2,13.59,147.44,False,20145,81.3,8.1,10,2.0,17.0,8.5,0.0,33.0,46.0,451.0,71.7,3.0,9.8,13.7
