Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
148,Santana,Moss,WAS,WR,177.03,2013,WR2,60.56,177.03,False,1944,76.7,4.8,16,3.0,25.0,8.3,0.0,42.0,79.0,452.0,53.2,2.0,5.7,10.8
149,Knile,Davis,KCC,RB,177.17,2013,RB2,7.92,177.17,False,15045,59.2,3.7,16,70.0,242.0,3.5,4.0,11.0,15.0,75.0,73.3,0.0,5.0,6.8
151,Santonio,Holmes,NYJ,WR,178.83,2013,WR1,178.83,203.34,False,11697,63.1,5.7,11,0.0,0.0,0.0,0.0,23.0,59.0,456.0,39.0,1.0,7.7,19.8
153,Brent,Celek,PHI,TE,179.3,2013,TE1,179.3,190.63,False,5511,100.2,6.3,16,0.0,0.0,0.0,0.0,32.0,51.0,502.0,62.7,6.0,9.8,15.7
154,Robert,Turbin,SEA,RB,180.22,2013,RB3,7.64,157.24,False,14533,34.4,2.2,16,77.0,264.0,3.4,0.0,8.0,12.0,60.0,66.7,0.0,5.0,7.5
155,Robert,Woods,BUF,WR,181.69,2013,WR2,89.06,181.69,False,14871,100.3,7.2,14,2.0,16.0,8.0,0.0,40.0,85.0,587.0,47.1,3.0,6.9,14.7
156,Ed,Dickson,BAL,TE,182.05,2013,TE1,182.05,,False,12153,45.8,2.9,16,0.0,0.0,0.0,0.0,25.0,43.0,273.0,58.1,1.0,6.3,10.9
157,Kenny,Stills,NOS,WR,182.47,2013,WR3,45.05,105.62,True,15196,111.1,6.9,16,3.0,10.0,3.3,0.0,32.0,50.0,641.0,64.0,5.0,12.8,20.0
158,Felix,Jones,PIT,RB,182.51,2013,RB3,83.64,152.33,False,7290,27.2,1.7,16,48.0,184.0,3.8,0.0,9.0,13.0,63.0,69.2,0.0,4.8,7.0
160,Julian,Edelman,NEP,WR,182.62,2013,WR4,49.89,118.1,False,8355,199.2,12.4,16,2.0,11.0,5.5,0.0,105.0,151.0,1056.0,69.5,6.0,7.0,10.1
161,Toby,Gerhart,MIN,RB,183.26,2013,RB2,1.5,183.26,False,11413,53.6,3.8,14,36.0,283.0,7.9,2.0,13.0,19.0,88.0,68.4,0.0,4.6,6.8
162,Andre,Roberts,ARI,WR,184.11,2013,WR3,29.91,127.07,False,11565,80.6,5.0,16,0.0,0.0,0.0,0.0,43.0,76.0,471.0,56.6,2.0,6.2,11.0
165,LeGarrette,Blount,NEP,RB,189.67,2013,RB3,27.29,91.13,False,12296,120.0,7.5,16,153.0,772.0,5.0,7.0,2.0,5.0,38.0,40.0,0.0,7.6,19.0
167,Zach,Ertz,PHI,TE,190.63,2013,TE2,179.3,190.63,False,14856,88.9,5.6,16,0.0,0.0,0.0,0.0,36.0,56.0,469.0,64.3,4.0,8.4,13.0
169,Riley,Cooper,PHI,WR,191.66,2013,WR2,69.58,191.66,False,11313,160.8,10.0,16,0.0,18.0,0.0,0.0,47.0,83.0,835.0,56.6,8.0,10.1,17.8
172,Lance,Dunbar,DAL,RB,194.15,2013,RB3,36.73,173.21,False,14731,22.4,2.5,9,30.0,150.0,5.0,0.0,7.0,7.0,59.0,100.0,0.0,8.4,8.4
174,Keenan,Allen,SDC,WR,195.67,2013,WR3,124.11,162.1,False,15076,184.1,12.3,15,0.0,0.0,0.0,0.0,71.0,104.0,1046.0,68.3,8.0,10.1,14.7
175,Rashad,Jennings,OAK,RB,195.94,2013,RB3,45.96,191.57,False,8649,156.5,10.4,15,163.0,733.0,4.5,6.0,36.0,47.0,292.0,76.6,0.0,6.2,8.1
176,Nate,Washington,TEN,WR,196.73,2013,WR3,105.65,151.96,False,8564,138.9,8.7,16,0.0,0.0,0.0,0.0,58.0,105.0,919.0,55.2,3.0,8.8,15.8
177,Rod,Streater,OAK,WR,196.79,2013,WR2,136.48,196.79,False,14111,142.5,8.9,16,2.0,17.0,8.5,0.0,60.0,99.0,888.0,60.6,4.0,9.0,14.8
178,Marcedes,Lewis,JAC,TE,197.7,2013,TE1,197.7,,False,3061,70.4,6.4,11,0.0,0.0,0.0,0.0,25.0,47.0,359.0,53.2,4.0,7.6,14.4
179,Stepfan,Taylor,ARI,RB,200.95,2013,RB3,85.7,178.98,False,15230,22.6,1.4,16,36.0,115.0,3.2,0.0,8.0,9.0,71.0,88.9,0.0,7.9,8.9
180,Donnie,Avery,KCC,WR,200.97,2013,WR2,48.27,200.97,False,2730,90.2,5.6,16,2.0,6.0,3.0,0.0,40.0,71.0,596.0,56.3,2.0,8.4,14.9
181,Nate,Burleson,DET,WR,202.15,2013,WR3,8.99,152.93,False,11982,70.8,7.9,9,2.0,-8.0,-4.0,0.0,39.0,55.0,461.0,70.9,1.0,8.4,11.8
182,Stephen,Hill,NYJ,WR,203.34,2013,WR2,178.83,203.34,False,13817,50.2,4.2,12,0.0,0.0,0.0,0.0,24.0,59.0,342.0,40.7,1.0,5.8,14.2
183,Jacob,Tamme,DEN,TE,208.31,2013,TE2,160.66,208.31,False,852,34.4,2.2,16,0.0,0.0,0.0,0.0,20.0,25.0,184.0,80.0,1.0,7.4,9.2
184,Justin,Hunter,TEN,WR,208.59,2013,WR4,105.65,151.96,False,14978,68.4,4.9,14,0.0,0.0,0.0,0.0,18.0,42.0,354.0,42.9,4.0,8.4,19.7
185,Brian,Quick,STL,WR,209.62,2013,WR3,84.22,118.06,False,14424,51.2,3.2,16,0.0,0.0,0.0,0.0,18.0,35.0,302.0,51.4,2.0,8.6,16.8
187,Jeremy,Kerley,NYJ,WR,217.76,2013,WR3,178.83,203.34,False,12794,92.9,7.7,12,4.0,11.0,2.8,0.0,43.0,72.0,523.0,59.7,3.0,7.3,12.2
1,LeSean,McCoy,PHI,RB,2.44,2014,RB1,2.44,102.68,False,11932,185.9,11.6,16,315.0,1319.0,4.2,5.0,29.0,38.0,155.0,76.3,0.0,4.1,5.3
2,Jamaal,Charles,KCC,RB,3.4,2014,RB1,3.4,157.55,False,7969,230.4,15.4,15,206.0,1033.0,5.0,9.0,40.0,59.0,291.0,67.8,5.0,4.9,7.3
3,Calvin,Johnson,DET,WR,6.54,2014,WR1,6.54,91.86,False,6029,191.2,14.7,13,0.0,0.0,0.0,0.0,71.0,128.0,1077.0,55.5,8.0,8.4,15.2
4,Matt,Forte,CHI,RB,6.9,2014,RB1,6.9,191.44,False,2699,295.6,18.5,16,266.0,1038.0,3.9,6.0,102.0,130.0,808.0,78.5,4.0,6.2,7.9
5,Eddie,Lacy,GBP,RB,8.46,2014,RB1,8.46,167.59,False,15138,251.6,15.7,16,246.0,1139.0,4.6,9.0,42.0,55.0,427.0,76.4,4.0,7.8,10.2
6,Demaryius,Thomas,DEN,WR,10.46,2014,WR1,10.46,68.31,False,11197,285.4,17.8,16,0.0,0.0,0.0,0.0,111.0,184.0,1619.0,60.3,11.0,8.8,14.6
7,Jimmy,Graham,NOS,TE,11.44,2014,TE1,11.44,,False,11488,187.4,11.7,16,0.0,0.0,0.0,0.0,85.0,125.0,889.0,68.0,10.0,7.1,10.5
8,Marshawn,Lynch,SEA,RB,11.52,2014,RB1,11.52,144.18,False,12386,283.8,17.7,16,280.0,1306.0,4.7,13.0,37.0,48.0,367.0,77.1,4.0,7.6,9.9
9,Dez,Bryant,DAL,WR,14.5,2014,WR1,14.5,97.56,False,11270,272.0,17.0,16,0.0,0.0,0.0,0.0,88.0,136.0,1320.0,64.7,16.0,9.7,15.0
10,AJ,Green,CIN,WR,15.02,2014,WR1,15.02,156.99,False,12845,170.8,13.1,13,2.0,2.0,1.0,0.0,69.0,116.0,1041.0,59.5,6.0,9.0,15.1
11,Montee,Ball,DEN,RB,17.07,2014,RB1,17.07,172.39,False,15036,31.9,6.4,5,55.0,172.0,3.1,1.0,9.0,13.0,62.0,69.2,0.0,4.8,6.9
12,Julio,Jones,ATL,WR,18.25,2014,WR1,18.25,50.41,False,13291,245.4,16.4,15,1.0,1.0,1.0,0.0,104.0,163.0,1593.0,63.8,6.0,9.8,15.3
13,DeMarco,Murray,DAL,RB,18.28,2014,RB1,18.28,174.38,False,13124,322.6,20.2,16,393.0,1845.0,4.7,13.0,57.0,64.0,416.0,89.1,0.0,6.5,7.3
14,Brandon,Marshall,CHI,WR,18.77,2014,WR1,18.77,26.74,False,11667,148.6,11.4,13,0.0,0.0,0.0,0.0,61.0,106.0,721.0,57.5,8.0,6.8,11.8
15,Giovani,Bernard,CIN,RB,22.51,2014,RB1,22.51,126.51,False,14916,166.4,12.8,13,168.0,680.0,4.0,5.0,43.0,59.0,349.0,72.9,2.0,5.9,8.1
16,Jordy,Nelson,GBP,WR,23.48,2014,WR1,23.48,30.94,False,4556,278.9,17.4,16,0.0,0.0,0.0,0.0,98.0,151.0,1519.0,64.9,13.0,10.1,15.5
17,Arian,Foster,HOU,RB,24.23,2014,RB1,24.23,174.09,False,11792,254.5,19.6,13,260.0,1246.0,4.8,8.0,38.0,59.0,327.0,64.4,5.0,5.5,8.6
18,Doug,Martin,TBB,RB,24.61,2014,RB1,24.61,,False,14385,74.3,6.8,11,135.0,494.0,3.7,2.0,13.0,20.0,64.0,65.0,0.0,3.2,4.9
19,Alshon,Jeffery,CHI,WR,26.74,2014,WR2,18.77,26.74,False,14187,219.1,13.7,16,6.0,33.0,5.5,0.0,85.0,145.0,1133.0,58.6,10.0,7.8,13.3
20,Antonio,Brown,PIT,WR,27.13,2014,WR1,27.13,142.67,False,11056,316.4,19.8,16,4.0,13.0,3.2,0.0,129.0,181.0,1698.0,71.3,13.0,9.4,13.2
21,LeVeon,Bell,PIT,RB,28.49,2014,RB1,28.49,63.03,False,14967,329.0,20.6,16,290.0,1361.0,4.7,8.0,83.0,105.0,854.0,79.0,3.0,8.1,10.3
22,Julius,Thomas,DEN,TE,29.46,2014,TE1,29.46,,False,13027,142.4,11.0,13,0.0,0.0,0.0,0.0,43.0,62.0,489.0,69.4,12.0,7.9,11.4
23,Alfred,Morris,WAS,RB,29.74,2014,RB1,29.74,182.87,False,14269,179.4,11.2,16,265.0,1074.0,4.1,8.0,17.0,26.0,155.0,65.4,0.0,6.0,9.1
24,Randall,Cobb,GBP,WR,30.94,2014,WR2,23.48,30.94,False,13227,247.9,15.5,16,11.0,37.0,3.4,0.0,91.0,127.0,1287.0,71.7,12.0,10.1,14.1
25,Rob,Gronkowski,NEP,TE,32.22,2014,TE1,32.22,164.96,False,10974,225.4,15.0,15,0.0,0.0,0.0,0.0,82.0,131.0,1124.0,62.6,12.0,8.6,13.7
26,Zac,Stacy,STL,RB,32.75,2014,RB1,32.75,161.96,False,15221,55.5,4.3,13,76.0,293.0,3.9,1.0,18.0,23.0,152.0,78.3,0.0,6.6,8.4
27,Andre,Ellington,ARI,RB,35.51,2014,RB1,35.51,,False,15224,154.5,12.9,12,201.0,660.0,3.3,3.0,46.0,64.0,395.0,71.9,2.0,6.2,8.6
28,Keenan,Allen,SDC,WR,37.16,2014,WR1,37.16,182.17,False,15076,136.8,9.8,14,0.0,0.0,0.0,0.0,77.0,121.0,783.0,63.6,4.0,6.5,10.2
29,Reggie,Bush,DET,RB,38.66,2014,RB1,38.66,72.81,True,4640,87.0,7.9,11,76.0,297.0,3.9,2.0,40.0,56.0,253.0,71.4,0.0,4.5,6.3
30,Vincent,Jackson,TBB,WR,42.94,2014,WR1,42.94,107.11,True,3519,145.2,9.1,16,0.0,0.0,0.0,0.0,70.0,142.0,1002.0,49.3,2.0,7.1,14.3
31,Larry,Fitzgerald,ARI,WR,43.8,2014,WR1,43.8,60.01,True,5571,119.9,8.6,14,0.0,0.0,0.0,0.0,63.0,103.0,784.0,61.2,2.0,7.6,12.4
32,CJ,Spiller,BUF,RB,45.03,2014,RB1,45.03,108.23,False,10949,55.9,6.2,9,77.0,299.0,3.9,0.0,19.0,22.0,125.0,86.4,1.0,5.7,6.6
33,Victor,Cruz,NYG,WR,45.16,2014,WR1,45.16,122.47,False,12246,51.2,8.5,6,0.0,0.0,0.0,0.0,23.0,41.0,337.0,56.1,1.0,8.2,14.7
34,Andre,Johnson,HOU,WR,45.48,2014,WR1,45.48,119.6,False,2429,148.1,9.9,15,0.0,0.0,0.0,0.0,85.0,146.0,936.0,58.2,3.0,6.4,11.0
35,Pierre,Garcon,WAS,WR,46.13,2014,WR1,46.13,55.5,True,6767,127.2,8.0,16,0.0,0.0,0.0,0.0,68.0,105.0,752.0,64.8,3.0,7.2,11.1
37,Ryan,Mathews,SDC,RB,49.91,2014,RB1,49.91,118.05,False,11256,62.4,10.4,6,74.0,330.0,4.5,3.0,9.0,10.0,69.0,90.0,0.0,6.9,7.7
38,Roddy,White,ATL,WR,50.41,2014,WR2,18.25,50.41,False,204,172.1,12.3,14,0.0,0.0,0.0,0.0,80.0,124.0,921.0,64.5,7.0,7.4,11.5
39,Percy,Harvin,NYJ,WR,52.8,2014,WR1,52.8,87.21,True,9079,104.0,8.0,13,33.0,202.0,6.1,1.0,51.0,78.0,483.0,65.4,1.0,6.2,9.5
40,Michael,Crabtree,SFO,WR,53.42,2014,WR1,53.42,119.28,False,9331,128.2,8.0,16,1.0,4.0,4.0,0.0,68.0,108.0,698.0,63.0,4.0,6.5,10.3
41,Frank,Gore,SFO,RB,54.66,2014,RB1,54.66,109.17,False,5820,152.9,9.6,16,255.0,1103.0,4.3,4.0,11.0,19.0,111.0,57.9,1.0,5.8,10.1
42,Vernon,Davis,SFO,TE,55.26,2014,TE1,55.26,,False,5084,49.9,3.6,14,1.0,4.0,4.0,0.0,26.0,50.0,245.0,52.0,2.0,4.9,9.4
43,DeSean,Jackson,WAS,WR,55.5,2014,WR2,46.13,55.5,True,3943,181.6,12.1,15,4.0,7.0,1.8,0.0,56.0,95.0,1169.0,58.9,6.0,12.3,20.9
44,Shane,Vereen,NEP,RB,55.9,2014,RB1,55.9,95.72,True,12780,140.3,8.8,16,96.0,391.0,4.1,2.0,53.0,78.0,447.0,67.9,3.0,5.7,8.4
45,Toby,Gerhart,JAC,RB,55.98,2014,RB1,55.98,,False,11413,71.2,5.1,14,102.0,326.0,3.2,2.0,20.0,24.0,186.0,83.3,0.0,7.8,9.3
46,Rashad,Jennings,NYG,RB,58.59,2014,RB1,58.59,138.86,False,8649,123.5,11.2,11,167.0,639.0,3.8,4.0,30.0,41.0,226.0,73.2,0.0,5.5,7.5
47,Michael,Floyd,ARI,WR,60.01,2014,WR2,43.8,60.01,True,14478,141.8,8.9,16,1.0,2.0,2.0,0.0,47.0,99.0,841.0,47.5,6.0,8.5,17.9
48,TY,Hilton,IND,WR,60.24,2014,WR1,60.24,92.38,True,14005,217.5,14.5,15,2.0,20.0,10.0,0.0,82.0,131.0,1345.0,62.6,7.0,10.3,16.4
49,Ben,Tate,PIT,RB,63.03,2014,RB2,28.49,63.03,False,13557,71.5,6.5,11,119.0,370.0,3.1,4.0,9.0,12.0,60.0,75.0,0.0,5.0,6.7
50,Chris,Johnson,NYJ,RB,63.37,2014,RB1,63.37,151.06,False,6828,103.4,6.5,16,155.0,663.0,4.3,1.0,24.0,34.0,151.0,70.6,1.0,4.4,6.3
51,Jordan,Cameron,CLE,TE,63.47,2014,TE1,63.47,,False,12861,66.4,6.6,10,0.0,0.0,0.0,0.0,24.0,48.0,424.0,50.0,2.0,8.8,17.7
52,Bishop,Sankey,TEN,RB,67.0,2014,RB1,67.0,154.63,False,16178,87.2,5.4,16,152.0,569.0,3.7,2.0,18.0,23.0,133.0,78.3,0.0,5.8,7.4
53,Wes,Welker,DEN,WR,68.31,2014,WR2,10.46,68.31,False,4631,82.9,5.9,14,0.0,0.0,0.0,0.0,49.0,64.0,464.0,76.6,2.0,7.2,9.5
54,Torrey,Smith,BAL,WR,68.35,2014,WR1,68.35,144.59,False,12830,167.2,10.4,16,0.0,0.0,0.0,0.0,49.0,92.0,767.0,53.3,11.0,8.3,15.7
55,Julian,Edelman,NEP,WR,69.06,2014,WR1,69.06,138.61,False,8355,176.6,12.6,14,10.0,94.0,9.4,0.0,92.0,134.0,972.0,68.7,4.0,7.3,10.6
56,Emmanuel,Sanders,DEN,WR,69.64,2014,WR3,10.46,68.31,False,11063,251.3,15.7,16,8.0,44.0,5.5,0.0,101.0,141.0,1404.0,71.6,9.0,10.0,13.9
57,Trent,Richardson,IND,RB,70.22,2014,RB1,70.22,161.32,False,13902,104.3,7.0,15,159.0,519.0,3.3,3.0,27.0,34.0,229.0,79.4,0.0,6.7,8.5
58,Jeremy,Maclin,PHI,WR,70.98,2014,WR1,70.98,112.94,False,8914,235.9,14.7,16,0.0,0.0,0.0,0.0,86.0,144.0,1329.0,59.7,10.0,9.2,15.5
59,Jason,Witten,DAL,TE,71.02,2014,TE1,71.02,,False,722,132.3,8.3,16,0.0,0.0,0.0,0.0,64.0,90.0,703.0,71.1,5.0,7.8,11.0
60,Joique,Bell,DET,RB,72.81,2014,RB2,38.66,72.81,True,12323,181.2,12.1,15,223.0,860.0,3.9,7.0,34.0,53.0,322.0,64.2,1.0,6.1,9.5
61,Marques,Colston,NOS,WR,77.69,2014,WR1,77.69,92.3,True,5094,147.7,9.2,16,0.0,0.0,0.0,0.0,59.0,99.0,902.0,59.6,5.0,9.1,15.3
62,Mike,Wallace,MIA,WR,82.99,2014,WR1,82.99,161.57,False,8529,179.3,11.2,16,4.0,16.0,4.0,0.0,67.0,115.0,862.0,58.3,10.0,7.5,12.9
63,Sammy,Watkins,BUF,WR,84.66,2014,WR1,84.66,186.73,False,16003,165.5,10.3,16,2.0,8.0,4.0,0.0,65.0,128.0,982.0,50.8,6.0,7.7,15.1
65,Eric,Decker,NYJ,WR,87.21,2014,WR2,52.8,87.21,True,11182,163.2,10.9,15,0.0,0.0,0.0,0.0,74.0,114.0,962.0,64.9,5.0,8.4,13.0
66,Kyle,Rudolph,MIN,TE,88.24,2014,TE1,88.24,,False,13275,47.1,5.2,9,0.0,0.0,0.0,0.0,24.0,34.0,231.0,70.6,2.0,6.8,9.6
67,Jordan,Reed,WAS,TE,89.38,2014,TE1,89.38,,False,15100,69.5,6.3,11,0.0,0.0,0.0,0.0,50.0,65.0,465.0,76.9,0.0,7.2,9.3
68,Pierre,Thomas,NOS,RB,91.74,2014,RB1,91.74,122.26,False,957,100.5,9.1,11,45.0,222.0,4.9,2.0,45.0,55.0,378.0,81.8,1.0,6.9,8.4
69,Golden,Tate,DET,WR,91.86,2014,WR2,6.54,91.86,False,11611,209.6,13.1,16,5.0,30.0,6.0,0.0,99.0,144.0,1331.0,68.8,4.0,9.2,13.4
70,Greg,Olsen,CAR,TE,92.19,2014,TE1,92.19,,False,1658,178.8,11.2,16,0.0,0.0,0.0,0.0,84.0,123.0,1008.0,68.3,6.0,8.2,12.0
71,Brandin,Cooks,NOS,WR,92.3,2014,WR2,77.69,92.3,True,16568,112.8,11.3,10,7.0,73.0,10.4,1.0,53.0,69.0,550.0,76.8,3.0,8.0,10.4
72,Reggie,Wayne,IND,WR,92.38,2014,WR2,60.24,92.38,True,5002,119.9,8.0,15,0.0,0.0,0.0,0.0,64.0,116.0,779.0,55.2,2.0,6.7,12.2
73,Kendall,Wright,TEN,WR,92.44,2014,WR1,92.44,127.13,False,13957,139.4,10.0,14,4.0,54.0,13.5,0.0,57.0,93.0,715.0,61.3,6.0,7.7,12.5
74,Knowshon,Moreno,MIA,RB,94.31,2014,RB1,94.31,99.36,True,8699,22.1,7.4,3,31.0,148.0,4.8,1.0,1.0,1.0,8.0,100.0,0.0,8.0,8.0
75,Steven,Jackson,ATL,RB,95.05,2014,RB1,95.05,124.68,False,1652,131.5,8.8,15,190.0,707.0,3.7,6.0,20.0,27.0,148.0,74.1,0.0,5.5,7.4
76,Stevan,Ridley,NEP,RB,95.72,2014,RB2,55.9,95.72,True,12774,50.0,8.3,6,94.0,340.0,3.6,2.0,4.0,5.0,20.0,80.0,0.0,4.0,5.0
77,Terrance,Williams,DAL,WR,97.56,2014,WR2,14.5,97.56,False,15088,128.6,8.0,16,0.0,0.0,0.0,0.0,37.0,65.0,621.0,56.9,8.0,9.6,16.8
79,Lamar,Miller,MIA,RB,99.36,2014,RB2,94.31,99.36,True,13791,204.4,12.8,16,216.0,1099.0,5.1,8.0,38.0,52.0,275.0,73.1,1.0,5.3,7.2
80,Darren,Sproles,PHI,RB,102.68,2014,RB2,2.44,102.68,False,6198,125.6,8.4,15,57.0,329.0,5.8,6.0,40.0,62.0,387.0,64.5,0.0,6.2,9.7
81,Zach,Ertz,PHI,TE,103.44,2014,TE1,103.44,180.63,False,14856,115.2,7.2,16,0.0,0.0,0.0,0.0,58.0,89.0,702.0,65.2,3.0,7.9,12.1
82,Mike,Evans,TBB,WR,107.11,2014,WR2,42.94,107.11,True,16597,211.1,14.1,15,0.0,0.0,0.0,0.0,68.0,123.0,1051.0,55.3,12.0,8.5,15.5
83,Kelvin,Benjamin,CAR,WR,107.31,2014,WR1,107.31,187.95,False,16550,189.3,11.8,16,0.0,0.0,0.0,0.0,73.0,145.0,1008.0,50.3,9.0,7.0,13.8
84,Fred,Jackson,BUF,RB,108.23,2014,RB2,45.03,108.23,False,5701,155.7,11.1,14,142.0,526.0,3.7,2.0,66.0,90.0,501.0,73.3,1.0,5.6,7.6
85,Carlos,Hyde,SFO,RB,109.17,2014,RB2,54.66,109.17,False,16668,68.1,4.9,14,83.0,333.0,4.0,4.0,12.0,16.0,68.0,75.0,0.0,4.2,5.7
86,Riley,Cooper,PHI,WR,112.94,2014,WR2,70.98,112.94,False,11313,101.2,6.3,16,0.0,0.0,0.0,0.0,55.0,94.0,577.0,58.5,3.0,6.1,10.5
87,Dwayne,Bowe,KCC,WR,113.46,2014,WR1,113.46,,False,7203,105.4,7.0,15,0.0,0.0,0.0,0.0,60.0,95.0,754.0,63.2,0.0,7.9,12.6
88,Martellus,Bennett,CHI,TE,117.94,2014,TE1,117.94,,False,1181,176.6,11.0,16,0.0,0.0,0.0,0.0,90.0,128.0,916.0,70.3,6.0,7.2,10.2
90,Anquan,Boldin,SFO,WR,119.28,2014,WR2,53.42,119.28,False,11712,178.1,11.1,16,1.0,4.0,4.0,0.0,83.0,131.0,1062.0,63.4,5.0,8.1,12.8
91,DeAndre,Hopkins,HOU,WR,119.6,2014,WR2,45.48,119.6,False,14986,193.0,12.1,16,0.0,0.0,0.0,0.0,76.0,127.0,1210.0,59.8,6.0,9.5,15.9
92,Bernard,Pierce,BAL,RB,120.38,2014,RB1,120.38,,False,14687,48.6,3.7,13,93.0,363.0,3.9,2.0,2.0,6.0,13.0,33.3,0.0,2.2,6.5
93,Mark,Ingram,NOS,RB,122.26,2014,RB2,91.74,122.26,False,13337,177.4,13.6,13,226.0,964.0,4.3,9.0,29.0,36.0,145.0,80.6,0.0,4.0,5.0
94,Rueben,Randle,NYG,WR,122.47,2014,WR2,45.16,122.47,False,14242,147.3,9.2,16,0.0,0.0,0.0,0.0,71.0,127.0,938.0,55.9,3.0,7.4,13.2
95,Devonta,Freeman,ATL,RB,124.68,2014,RB2,95.05,124.68,False,16524,72.3,4.5,16,65.0,248.0,3.8,1.0,30.0,38.0,225.0,78.9,1.0,5.9,7.5
96,DeAngelo,Williams,CAR,RB,125.31,2014,RB1,125.31,154.9,False,7580,26.8,4.5,6,63.0,219.0,3.5,0.0,5.0,6.0,44.0,83.3,0.0,7.3,8.8
97,Jeremy,Hill,CIN,RB,126.51,2014,RB2,22.51,126.51,False,16112,197.4,12.3,16,222.0,1124.0,5.1,9.0,27.0,32.0,215.0,84.4,0.0,6.7,8.0
98,Tavon,Austin,STL,WR,126.61,2014,WR1,126.61,166.28,False,15215,74.1,4.9,15,36.0,224.0,6.2,2.0,31.0,44.0,242.0,70.5,0.0,5.5,7.8
99,Justin,Hunter,TEN,WR,127.13,2014,WR2,92.44,127.13,False,14978,81.8,6.8,12,0.0,0.0,0.0,0.0,28.0,67.0,498.0,41.8,3.0,7.4,17.8
100,Ladarius,Green,SDC,TE,129.39,2014,TE1,129.39,134.76,False,14122,32.1,2.3,14,0.0,0.0,0.0,0.0,19.0,25.0,226.0,76.0,0.0,9.0,11.9
101,Cecil,Shorts,JAC,WR,130.59,2014,WR1,130.59,162.44,False,13002,91.48,7.0,13,0.0,0.0,0.0,0.0,53.0,110.0,557.0,48.2,1.0,5.1,10.5
102,Hakeem,Nicks,IND,WR,130.82,2014,WR3,60.24,92.38,True,9739,83.5,5.2,16,0.0,0.0,0.0,0.0,38.0,68.0,405.0,55.9,4.0,6.0,10.7
103,Darren,McFadden,OAK,RB,131.69,2014,RB2,86.01,131.69,False,8066,102.6,6.4,16,155.0,534.0,3.4,2.0,36.0,56.0,212.0,64.3,0.0,3.8,5.9
104,Antonio,Gates,SDC,TE,134.76,2014,TE2,129.39,134.76,False,7884,188.6,11.8,16,0.0,0.0,0.0,0.0,69.0,98.0,821.0,70.4,12.0,8.4,11.9
105,Terrance,West,CLE,RB,136.35,2014,RB1,136.35,,False,16142,107.2,7.7,14,171.0,673.0,3.9,4.0,11.0,13.0,64.0,84.6,1.0,4.9,5.8
106,Eric,Ebron,DET,TE,137.01,2014,TE1,137.01,,False,16451,43.3,3.3,13,0.0,0.0,0.0,0.0,25.0,47.0,248.0,53.2,1.0,5.3,9.9
107,Charles,Clay,MIA,TE,137.09,2014,TE1,137.09,,False,12751,107.5,7.7,14,0.0,0.0,0.0,0.0,58.0,84.0,605.0,69.0,3.0,7.2,10.4
108,Danny,Amendola,NEP,WR,138.61,2014,WR2,69.06,138.61,False,9906,39.5,2.5,16,0.0,0.0,0.0,0.0,27.0,42.0,200.0,64.3,1.0,4.8,7.4
109,Andre,Williams,NYG,RB,138.86,2014,RB2,58.59,138.86,False,16402,136.1,8.5,16,217.0,721.0,3.3,7.0,18.0,37.0,130.0,48.6,0.0,3.5,7.2
110,Markus,Wheaton,PIT,WR,142.67,2014,WR2,27.13,142.67,False,14973,104.8,6.6,16,4.0,19.0,4.8,0.0,53.0,86.0,644.0,61.6,2.0,7.5,12.2
112,Heath,Miller,PIT,TE,143.56,2014,TE1,143.56,,False,7635,127.1,7.9,16,0.0,0.0,0.0,0.0,66.0,91.0,761.0,72.5,3.0,8.4,11.5
113,Christine,Michael,SEA,RB,144.18,2014,RB2,11.52,144.18,False,15256,19.2,1.9,10,34.0,175.0,5.1,0.0,1.0,2.0,12.0,50.0,0.0,6.0,12.0
114,Kenny,Stills,NOS,WR,144.52,2014,WR3,77.69,92.3,True,15196,142.4,9.5,15,1.0,-2.0,-2.0,0.0,63.0,83.0,931.0,75.9,3.0,11.2,14.8
115,Steve,Smith,BAL,WR,144.59,2014,WR2,68.35,144.59,False,4358,180.0,11.2,16,0.0,0.0,0.0,0.0,79.0,134.0,1065.0,59.0,6.0,7.9,13.5
116,Khiry,Robinson,NOS,RB,144.87,2014,RB3,91.74,122.26,False,15645,60.5,6.0,10,76.0,362.0,4.8,3.0,8.0,11.0,63.0,72.7,0.0,5.7,7.9
117,Greg,Jennings,MIN,WR,147.87,2014,WR2,48.3,147.87,False,6597,139.7,8.7,16,0.0,0.0,0.0,0.0,59.0,91.0,742.0,64.8,6.0,8.2,12.6
118,LeGarrette,Blount,NEP,RB,150.44,2014,RB3,55.9,95.72,True,12296,93.1,5.8,16,125.0,547.0,4.4,5.0,10.0,12.0,54.0,83.3,0.0,4.5,5.4
120,Chris,Ivory,NYJ,RB,151.06,2014,RB2,63.37,151.06,False,12239,143.3,9.0,16,198.0,820.0,4.1,6.0,18.0,27.0,123.0,66.7,1.0,4.6,6.8
