FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,Age,GamesPlayed,PointsPPR,PointsHalfPPR,PPG_PPR,PPG_HalfPPR,RushAtt,RushYds,RushYardsPerAtt,RushTD,Tgts,TgtsPerGame,Receptions,RecYds,YardsPerRec,RecTD
Richard,Rodgers,GNB,TE,161.23,2015,TE1,161.23,,False,23,16,160.1,131.1,10.01,8.19,1,11,11.0,0,85.0,5.31,58,510,8.79,8
Allen,Hurns,JAX,WR,163.03,2015,WR2,80.3,163.03,False,24,15,225.1,193.1,15.01,12.87,0,0,,0,105.0,7.0,64,1031,16.11,10
Marvin,Jones,CIN,WR,166.25,2015,WR2,20.41,166.25,False,25,16,173.9,141.4,10.87,8.84,5,33,6.6,0,103.0,6.44,65,816,12.55,4
Fred,Jackson,SEA,RB,167.44,2015,RB2,10.9,167.44,False,34,16,77.7,61.7,4.86,3.86,26,100,3.85,0,41.0,2.56,32,257,8.03,2
Larry,Donnell,NYG,TE,168.12,2015,TE1,168.12,,False,27,8,63.3,48.8,7.91,6.1,0,0,,0,41.0,5.12,29,223,7.69,2
Heath,Miller,PIT,TE,168.74,2015,TE2,153.25,168.74,False,33,15,127.7,97.7,8.51,6.51,1,2,2.0,0,81.0,5.4,60,535,8.92,2
Cody,Latimer,DEN,WR,168.94,2015,WR3,13.46,37.27,False,23,14,18.0,15.0,1.29,1.07,2,1,0.5,0,11.0,0.79,6,59,9.83,1
Maxx,Williams,BAL,TE,169.69,2015,TE1,169.69,,False,21,14,64.8,48.8,4.63,3.49,0,0,,0,48.0,3.43,32,268,8.38,1
Jeremy,Langford,CHI,RB,169.79,2015,RB2,19.12,169.79,False,24,16,147.6,136.6,9.22,8.54,148,537,3.63,6,42.0,2.62,22,279,12.68,1
James,Starks,GNB,RB,170.67,2015,RB2,6.92,170.67,False,29,16,166.3,144.8,10.39,9.05,148,601,4.06,2,53.0,3.31,43,392,9.12,3
Jaelen,Strong,HOU,WR,170.88,2015,WR2,35.4,170.88,False,21,10,48.1,41.1,4.81,4.11,0,0,,0,24.0,2.4,14,161,11.5,3
Ben,Watson,NOR,TE,172.62,2015,TE2,138.51,172.62,False,35,16,190.5,153.5,11.91,9.59,0,0,,0,110.0,6.88,74,825,11.15,6
Jordan,Reed,WAS,TE,172.72,2015,TE1,172.72,,False,25,14,244.2,200.7,17.44,14.34,0,0,,0,114.0,8.14,87,952,10.94,11
Brandon,Coleman,NOR,WR,174.69,2015,WR3,33.28,125.8,False,23,16,87.4,72.4,5.46,4.53,0,0,,0,49.0,3.06,30,454,15.13,2
Jay,Ajayi,MIA,RB,174.8,2015,RB2,32.82,174.8,False,22,9,42.7,39.2,4.74,4.36,49,187,3.82,1,11.0,1.22,7,90,12.86,0
Denard,Robinson,JAX,RB,174.92,2015,RB3,63.38,161.9,False,25,13,68.0,57.5,5.23,4.42,67,266,3.97,1,30.0,2.31,21,164,7.81,0
Cordarrelle,Patterson,MIN,WR,175.5,2015,WR3,85.29,95.01,True,24,16,14.5,13.5,0.91,0.84,2,15,7.5,0,2.0,0.12,2,10,5.0,0
Rueben,Randle,NYG,WR,175.67,2015,WR3,8.39,94.58,False,24,16,184.7,156.2,11.54,9.76,0,0,,0,90.0,5.62,57,797,13.98,8
Roy,Helu,OAK,RB,176.4,2015,RB2,44.47,176.4,False,27,9,26.4,21.9,2.93,2.43,17,39,2.29,0,16.0,1.78,9,75,8.33,1
Tavon,Austin,STL,WR,177.53,2015,WR2,148.43,177.53,False,25,16,198.7,172.7,12.42,10.79,52,434,8.35,4,87.0,5.44,52,473,9.1,5
Javorius,Allen,BAL,RB,178.93,2015,RB2,31.56,178.93,False,24,16,145.7,123.2,9.11,7.7,137,514,3.75,1,62.0,3.88,45,353,7.84,2
Travis,Benjamin,CLE,WR,179.55,2015,WR1,179.55,192.08,False,26,16,197.8,163.8,12.36,10.24,4,12,3.0,0,125.0,7.81,68,966,14.21,5
Malcom,Floyd,SDG,WR,181.03,2015,WR3,50.91,153.39,False,34,15,102.1,87.1,6.81,5.81,0,0,,0,68.0,4.53,30,561,18.7,3
Danny,Amendola,NWE,WR,181.27,2015,WR3,54.37,128.27,False,30,14,148.3,115.8,10.59,8.27,2,11,5.5,0,87.0,6.21,65,648,9.97,3
Jerick,McKinnon,MIN,RB,181.75,2015,RB2,5.53,181.75,False,23,16,83.4,72.9,5.21,4.56,52,271,5.21,2,29.0,1.81,21,173,8.24,1
Cameron,ArtisPayne,CAR,RB,184.23,2015,RB2,59.31,184.23,False,25,7,35.1,32.6,5.01,4.66,45,183,4.07,1,5.0,0.71,5,58,11.6,0
Kenny,Britt,STL,WR,186.58,2015,WR3,148.43,177.53,False,27,16,122.1,104.1,7.63,6.51,0,0,,0,72.0,4.5,36,681,18.92,3
Kamar,Aiken,BAL,WR,191.77,2015,WR3,103.24,135.71,False,26,16,197.4,159.9,12.34,9.99,0,0,,0,127.0,7.94,75,944,12.59,5
Dwayne,Bowe,CLE,WR,192.08,2015,WR2,179.55,192.08,False,31,7,10.3,7.8,1.47,1.11,0,0,,0,13.0,1.86,5,53,10.6,0
Jared,Cook,STL,TE,195.3,2015,TE1,195.3,,False,28,16,87.1,67.6,5.44,4.22,0,0,,0,75.0,4.69,39,481,12.33,0
Scott,Chandler,NWE,TE,196.33,2015,TE2,15.89,196.33,False,30,15,72.9,61.4,4.86,4.09,0,0,,0,42.0,2.8,23,259,11.26,4
Mohamed,Sanu,CIN,WR,196.44,2015,WR3,20.41,166.25,False,26,16,91.5,75.0,5.72,4.69,10,71,7.1,2,49.0,3.06,33,394,11.94,0
Cecil,Shorts,HOU,WR,199.96,2015,WR3,35.4,170.88,False,28,11,109.9,88.9,9.99,8.08,10,47,4.7,0,75.0,6.82,42,484,11.52,2
Cole,Beasley,DAL,WR,200.0,2015,WR3,12.74,131.11,False,26,16,131.6,105.6,8.22,6.6,0,0,,0,75.0,4.69,52,536,10.31,5
James,White,NWE,RB,200.06,2015,RB2,73.99,200.06,False,23,14,122.6,102.6,8.76,7.33,22,56,2.55,2,54.0,3.86,40,410,10.25,4
Clive,Walford,OAK,TE,200.23,2015,TE1,200.23,323.5,False,24,16,78.9,64.9,4.93,4.06,0,0,,0,50.0,3.12,28,329,11.75,3
Zach,Zenner,DET,RB,200.62,2015,RB3,56.13,90.28,True,24,6,9.1,8.1,1.52,1.35,17,60,3.53,0,3.0,0.5,2,11,5.5,0
Virgil,Green,DEN,TE,201.0,2015,TE3,122.74,143.63,False,27,16,35.3,29.3,2.21,1.83,0,0,,0,15.0,0.94,12,173,14.42,1
Stefon,Diggs,MIN,WR,201.89,2015,WR4,85.29,95.01,True,22,13,149.3,123.3,11.48,9.48,3,13,4.33,0,84.0,6.46,52,720,13.85,4
Khiry,Robinson,NOR,RB,203.74,2015,RB3,35.65,76.52,True,26,8,70.5,62.0,8.81,7.75,56,180,3.21,4,20.0,2.5,17,115,6.76,0
Jeff,Janis,GNB,WR,206.66,2015,WR5,21.72,66.63,False,24,16,9.9,8.9,0.62,0.56,0,0,,0,12.0,0.75,2,79,39.5,0
Lorenzo,Taliaferro,BAL,RB,210.5,2015,RB4,31.56,178.93,False,24,3,18.6,16.1,6.2,5.37,13,47,3.62,1,5.0,1.67,5,29,5.8,0
Sammie,Coates,PIT,WR,210.5,2015,WR4,6.75,67.79,False,22,6,2.1,1.6,0.35,0.27,0,0,,0,2.0,0.33,1,11,11.0,0
Dion,Lewis,NWE,RB,211.44,2015,RB3,73.99,200.06,False,25,7,120.2,102.2,17.17,14.6,49,234,4.78,2,50.0,7.14,36,388,10.78,2
Branden,Oliver,SDG,RB,214.0,2015,RB3,36.72,140.25,False,24,8,35.0,28.5,4.38,3.56,31,108,3.48,0,15.0,1.88,13,112,8.62,0
Chris,Polk,HOU,RB,220.1,2015,RB3,69.74,101.97,True,26,15,72.3,64.3,4.82,4.29,99,334,3.37,1,28.0,1.87,16,109,6.81,1
Stedman,Bailey,STL,WR,221.13,2015,WR4,148.43,177.53,False,25,8,36.2,30.2,4.53,3.78,0,0,,0,25.0,3.12,12,182,15.17,1
Mike,Davis,SFO,RB,221.22,2015,RB3,43.27,146.66,False,22,6,16.6,13.1,2.77,2.18,35,58,1.66,0,13.0,2.17,7,38,5.43,0
Lance,Dunbar,DAL,RB,224.94,2015,RB2,108.6,224.94,False,25,4,49.2,38.7,12.3,9.68,5,67,13.4,0,23.0,5.75,21,215,10.24,0
Stevan,Ridley,NYJ,RB,227.75,2015,RB2,76.4,227.75,False,26,8,12.8,10.8,1.6,1.35,36,90,2.5,0,5.0,0.62,4,-2,-0.5,0
Justin,Hardy,ATL,WR,230.94,2015,WR3,14.01,98.92,False,24,9,40.4,29.9,4.49,3.32,0,0,,0,36.0,4.0,21,194,9.24,0
Jermaine,Kearse,SEA,WR,241.2,2015,WR3,145.04,156.62,False,25,16,147.5,123.0,9.22,7.69,0,0,,0,68.0,4.25,49,685,13.98,5
Chris,Conley,KAN,WR,247.38,2015,WR2,60.32,247.38,False,23,16,42.9,34.4,2.68,2.15,0,0,,0,31.0,1.94,17,199,11.71,1
Devin,Smith,NYJ,WR,254.0,2015,WR3,60.65,112.65,False,23,10,24.5,20.0,2.45,2.0,0,0,,0,28.0,2.8,9,115,12.78,1
Karlos,Williams,BUF,RB,255.41,2015,RB2,22.8,255.41,False,22,11,124.3,118.8,11.3,10.8,93,517,5.56,7,14.0,1.27,11,96,8.73,2
Justin,Hunter,TEN,WR,256.44,2015,WR3,131.65,144.79,False,24,9,54.4,43.4,6.04,4.82,0,0,,0,31.0,3.44,22,264,12.0,1
Jarryd,Hayne,SFO,RB,265.0,2015,RB4,43.27,146.66,False,27,8,11.9,8.9,1.49,1.11,17,52,3.06,0,7.0,0.88,6,27,4.5,0
Damien,Williams,MIA,RB,273.0,2015,RB3,32.82,174.8,False,23,16,45.1,34.6,2.82,2.16,16,59,3.69,0,28.0,1.75,21,142,6.76,1
Marqise,Lee,JAX,WR,281.23,2015,WR3,80.3,163.03,False,24,10,43.9,36.4,4.39,3.64,5,38,7.6,0,32.0,3.2,15,191,12.73,1
Marquess,Wilson,CHI,WR,283.9,2015,WR3,29.5,146.51,False,23,11,80.4,66.4,7.31,6.04,0,0,,0,51.0,4.64,28,464,16.57,1
KaDeem,Carey,CHI,RB,284.25,2015,RB3,19.12,169.79,False,23,11,36.8,35.3,3.35,3.21,43,159,3.7,2,3.0,0.27,3,19,6.33,1
Robert,Woods,BUF,WR,312.6,2015,WR4,57.31,154.46,False,23,14,118.2,94.7,8.44,6.76,1,0,0.0,0,80.0,5.71,47,552,11.74,3
Theo,Riddick,DET,RB,317.22,2015,RB4,56.13,90.28,True,24,16,179.0,139.0,11.19,8.69,43,133,3.09,0,99.0,6.19,80,697,8.71,3
Mychal,Rivera,OAK,TE,323.5,2015,TE2,200.23,323.5,False,25,16,66.0,50.0,4.12,3.12,0,0,,0,46.0,2.88,32,280,8.75,1
Josh,Huff,PHI,WR,335.5,2015,WR3,40.36,76.35,True,24,15,76.2,62.7,5.08,4.18,0,0,,0,42.0,2.8,27,312,11.56,3
Brent,Celek,PHI,TE,348.78,2015,TE2,107.95,348.78,False,30,16,84.8,71.3,5.3,4.46,0,0,,0,35.0,2.19,27,398,14.74,3
Antonio,Brown,PIT,WR,1.81,2016,WR1,1.81,129.11,False,28,15,307.3,254.3,20.49,16.95,3,9,3.0,0,154.0,10.27,106,1284,12.11,12
Odell,Beckham,NYG,WR,4.01,2016,WR1,4.01,102.76,False,24,16,296.6,246.1,18.54,15.38,1,9,9.0,0,169.0,10.56,101,1367,13.53,10
Todd,Gurley,LAR,RB,4.16,2016,RB1,4.16,188.36,False,22,16,198.2,176.7,12.39,11.04,278,885,3.18,6,58.0,3.62,43,327,7.6,0
Julio,Jones,ATL,WR,5.83,2016,WR1,5.83,154.18,False,27,14,259.9,218.4,18.56,15.6,0,0,,0,129.0,9.21,83,1409,16.98,6
Adrian,Peterson,MIN,RB,6.42,2016,RB1,6.42,158.09,False,31,3,9.0,7.5,3.0,2.5,37,72,1.95,0,6.0,2.0,3,8,2.67,0
David,Johnson,ARI,RB,6.46,2016,RB1,6.46,165.76,False,25,16,407.8,367.8,25.49,22.99,293,1239,4.23,16,120.0,7.5,80,879,10.99,4
Ezekiel,Elliott,DAL,RB,7.27,2016,RB1,7.27,144.8,False,21,15,325.4,309.4,21.69,20.63,322,1631,5.07,15,39.0,2.6,32,363,11.34,1
DeAndre,Hopkins,HOU,WR,10.89,2016,WR1,10.89,154.56,False,24,16,197.4,158.4,12.34,9.9,0,0,,0,151.0,9.44,78,954,12.23,4
AJ,Green,CIN,WR,11.54,2016,WR1,11.54,154.05,False,28,10,186.4,153.4,18.64,15.34,0,0,,0,100.0,10.0,66,964,14.61,4
LeVeon,Bell,PIT,RB,12.77,2016,RB1,12.77,82.15,False,24,12,317.4,279.9,26.45,23.32,261,1268,4.86,7,94.0,7.83,75,616,8.21,2
Lamar,Miller,HOU,RB,13.18,2016,RB1,13.18,189.43,False,25,14,191.1,175.6,13.65,12.54,268,1073,4.0,5,39.0,2.79,31,188,6.06,1
Devonta,Freeman,ATL,RB,16.41,2016,RB1,16.41,133.9,False,24,16,284.1,257.1,17.76,16.07,227,1079,4.75,11,65.0,4.06,54,462,8.56,2
Dez,Bryant,DAL,WR,16.92,2016,WR1,16.92,177.71,False,28,13,180.0,155.0,13.85,11.92,0,0,,0,96.0,7.38,50,796,15.92,8
Allen,Robinson,JAX,WR,16.94,2016,WR1,16.94,79.86,False,23,16,199.3,162.8,12.46,10.18,0,0,,0,151.0,9.44,73,883,12.1,6
Jamaal,Charles,KAN,RB,17.85,2016,RB1,17.85,142.68,False,30,3,13.4,12.4,4.47,4.13,12,40,3.33,1,3.0,1.0,2,14,7.0,0
Eddie,Lacy,GNB,RB,20.58,2016,RB1,20.58,127.78,False,26,5,42.8,40.8,8.56,8.16,71,360,5.07,0,7.0,1.4,4,28,7.0,0
Jordy,Nelson,GNB,WR,22.36,2016,WR1,22.36,42.09,False,31,16,304.7,256.2,19.04,16.01,0,0,,0,152.0,9.5,97,1257,12.96,14
Brandon,Marshall,NYJ,WR,23.26,2016,WR1,23.26,62.66,False,32,15,155.8,126.3,10.39,8.42,0,0,,0,128.0,8.53,59,788,13.36,3
Mike,Evans,TAM,WR,25.08,2016,WR1,25.08,131.6,False,23,16,304.1,256.1,19.01,16.01,0,0,,0,173.0,10.81,96,1321,13.76,12
Mark,Ingram,NOR,RB,25.44,2016,RB1,25.44,188.48,False,27,16,242.2,219.2,15.14,13.7,205,1043,5.09,6,58.0,3.62,46,319,6.93,4
Amari,Cooper,OAK,WR,25.65,2016,WR1,25.65,98.49,True,22,16,232.3,190.8,14.52,11.92,1,0,0.0,0,132.0,8.25,83,1153,13.89,5
LeSean,McCoy,BUF,RB,26.32,2016,RB1,26.32,209.86,False,28,15,298.3,273.3,19.89,18.22,234,1267,5.41,13,57.0,3.8,50,356,7.12,1
Keenan,Allen,SDG,WR,29.01,2016,WR1,29.01,133.14,False,24,1,12.3,9.3,12.3,9.3,0,0,,0,7.0,7.0,6,63,10.5,0
Alshon,Jeffery,CHI,WR,30.92,2016,WR1,30.92,106.03,True,26,12,146.1,120.1,12.18,10.01,0,0,,0,94.0,7.83,52,821,15.79,2
Brandin,Cooks,NOR,WR,32.62,2016,WR1,32.62,119.13,False,23,16,246.3,207.3,15.39,12.96,6,30,5.0,0,117.0,7.31,78,1173,15.04,8
TY,Hilton,IND,WR,32.99,2016,WR1,32.99,58.7,True,27,16,273.8,228.3,17.11,14.27,0,0,,0,155.0,9.69,91,1448,15.91,6
CJ,Anderson,DEN,RB,34.31,2016,RB1,34.31,103.73,True,25,7,102.5,94.5,14.64,13.5,110,437,3.97,4,24.0,3.43,16,128,8.0,1
Thomas,Rawls,SEA,RB,35.96,2016,RB1,35.96,164.18,False,23,9,75.5,69.0,8.39,7.67,109,349,3.2,3,17.0,1.89,13,96,7.38,0
Sammy,Watkins,BUF,WR,36.05,2016,WR1,36.05,206.54,False,23,8,83.0,69.0,10.38,8.62,0,0,,0,52.0,6.5,28,430,15.36,2
Demaryius,Thomas,DEN,WR,39.31,2016,WR1,39.31,81.54,True,29,16,226.3,181.3,14.14,11.33,0,0,,0,144.0,9.0,90,1083,12.03,5
Latavius,Murray,OAK,RB,40.32,2016,RB1,40.32,146.16,False,26,14,208.2,191.7,14.87,13.69,195,788,4.04,12,43.0,3.07,33,264,8.0,0
Randall,Cobb,GNB,WR,42.09,2016,WR2,22.36,42.09,False,26,13,148.3,118.3,11.41,9.1,10,33,3.3,0,84.0,6.46,60,610,10.17,4
Jordan,Reed,WAS,TE,42.15,2016,TE1,42.15,,False,26,12,168.6,135.6,14.05,11.3,0,0,,0,89.0,7.42,66,686,10.39,6
Matt,Forte,NYJ,RB,42.55,2016,RB1,42.55,142.48,False,31,14,183.6,168.6,13.11,12.04,218,813,3.73,7,43.0,3.07,30,263,8.77,1
Carlos,Hyde,SFO,RB,43.08,2016,RB1,43.08,200.49,False,26,13,192.1,178.6,14.78,13.74,217,988,4.55,6,33.0,2.54,27,163,6.04,3
DeMarco,Murray,TEN,RB,43.72,2016,RB1,43.72,92.16,True,28,16,293.8,267.3,18.36,16.71,293,1287,4.39,9,67.0,4.19,53,377,7.11,3
Kelvin,Benjamin,CAR,WR,45.99,2016,WR1,45.99,125.37,False,25,16,197.1,165.6,12.32,10.35,0,0,,0,118.0,7.38,63,941,14.94,7
Jarvis,Landry,MIA,WR,46.86,2016,WR1,46.86,90.88,True,24,16,231.3,184.3,14.46,11.52,5,17,3.4,0,131.0,8.19,94,1136,12.09,4
Jeremy,Hill,CIN,RB,48.06,2016,RB1,48.06,78.69,True,24,15,176.3,165.8,11.75,11.05,222,839,3.78,9,27.0,1.8,21,174,8.29,0
Greg,Olsen,CAR,TE,48.29,2016,TE1,48.29,,False,31,16,207.3,167.3,12.96,10.46,0,0,,0,129.0,8.06,80,1073,13.41,3
Doug,Baldwin,SEA,WR,52.21,2016,WR1,52.21,83.7,True,28,16,253.6,206.6,15.85,12.91,3,2,0.67,0,125.0,7.81,94,1128,12.0,7
Julian,Edelman,NWE,WR,52.45,2016,WR1,52.45,62.45,True,30,16,230.3,181.3,14.39,11.33,12,57,4.75,0,159.0,9.94,98,1106,11.29,3
Jeremy,Langford,CHI,RB,54.83,2016,RB1,54.83,172.03,False,25,12,73.2,63.7,6.1,5.31,62,200,3.23,4,27.0,2.25,19,142,7.47,0
Jeremy,Maclin,KAN,WR,55.14,2016,WR1,55.14,,False,28,12,109.5,87.5,9.12,7.29,1,-1,-1.0,0,76.0,6.33,44,536,12.18,2
Jonathan,Stewart,CAR,RB,56.59,2016,RB1,56.59,188.46,False,29,13,146.4,142.4,11.26,10.95,218,824,3.78,9,21.0,1.62,8,60,7.5,0
Donte,Moncrief,IND,WR,58.7,2016,WR2,32.99,58.7,True,23,9,102.6,87.6,11.4,9.73,1,-1,-1.0,0,56.0,6.22,30,307,10.23,7
Golden,Tate,DET,WR,59.32,2016,WR1,59.32,89.98,True,28,16,223.1,177.6,13.94,11.1,10,4,0.4,0,135.0,8.44,91,1077,11.84,4
Eric,Decker,NYJ,WR,62.66,2016,WR2,23.26,62.66,False,29,3,40.4,35.9,13.47,11.97,0,0,,0,21.0,7.0,9,194,21.56,2
Travis,Kelce,KAN,TE,63.62,2016,TE1,63.62,,False,27,16,223.0,180.5,13.94,11.28,1,-5,-5.0,0,117.0,7.31,85,1125,13.24,4
Ryan,Mathews,PHI,RB,64.72,2016,RB1,64.72,143.6,False,29,13,144.6,138.1,11.12,10.62,155,661,4.26,8,14.0,1.08,13,115,8.85,1
Melvin,Gordon,SDG,RB,64.93,2016,RB1,64.93,91.12,True,23,13,250.6,230.1,19.28,17.7,254,997,3.93,10,57.0,4.38,41,419,10.22,2
Larry,Fitzgerald,ARI,WR,69.1,2016,WR1,69.1,87.34,True,33,16,243.8,190.3,15.24,11.89,2,5,2.5,0,150.0,9.38,107,1023,9.56,6
Matt,Jones,WAS,RB,71.48,2016,RB1,71.48,196.48,False,23,7,75.3,71.3,10.76,10.19,99,460,4.65,3,8.0,1.14,8,73,9.13,0
Delanie,Walker,TEN,TE,74.53,2016,TE1,74.53,,False,32,15,188.1,155.6,12.54,10.37,2,11,5.5,0,102.0,6.8,65,800,12.31,7
Coby,Fleener,NOR,TE,78.6,2016,TE1,78.6,,False,28,16,137.3,112.3,8.58,7.02,1,2,2.0,1,81.0,5.06,50,631,12.62,3
Giovani,Bernard,CIN,RB,78.69,2016,RB2,48.06,78.69,True,25,10,122.3,102.8,12.23,10.28,91,337,3.7,2,51.0,5.1,39,336,8.62,1
Duke,Johnson,CLE,RB,79.09,2016,RB1,79.09,115.87,False,23,16,144.2,117.7,9.01,7.36,73,358,4.9,1,74.0,4.62,53,514,9.7,0
Jordan,Matthews,PHI,WR,79.13,2016,WR1,79.13,160.26,False,24,14,171.4,134.9,12.24,9.64,0,0,,0,117.0,8.36,73,804,11.01,3
Allen,Hurns,JAX,WR,79.86,2016,WR2,16.94,79.86,False,25,11,100.7,83.2,9.15,7.56,0,0,,0,76.0,6.91,35,477,13.63,3
Frank,Gore,IND,RB,80.93,2016,RB1,80.93,197.86,False,33,16,214.2,195.2,13.39,12.2,263,1025,3.9,4,47.0,2.94,38,277,7.29,4
Emmanuel,Sanders,DEN,WR,81.54,2016,WR2,39.31,81.54,True,29,16,212.6,173.1,13.29,10.82,1,4,4.0,0,137.0,8.56,79,1032,13.06,5
DeAngelo,Williams,PIT,RB,82.15,2016,RB2,12.77,82.15,False,33,9,100.1,91.1,11.12,10.12,98,343,3.5,4,27.0,3.0,18,118,6.56,2
Tyler,Lockett,SEA,WR,83.7,2016,WR2,52.21,83.7,True,24,15,124.1,103.6,8.27,6.91,6,114,19.0,1,66.0,4.4,41,597,14.56,1
Ameer,Abdullah,DET,RB,86.66,2016,RB1,86.66,137.33,False,23,2,26.8,24.3,13.4,12.15,18,101,5.61,0,5.0,2.5,5,57,11.4,1
John,Brown,ARI,WR,87.34,2016,WR2,69.1,87.34,True,26,15,103.7,84.2,6.91,5.61,1,10,10.0,0,73.0,4.87,39,517,13.26,2
DeSean,Jackson,WAS,WR,89.34,2016,WR1,89.34,170.35,False,30,15,180.5,152.5,12.03,10.17,0,0,,0,100.0,6.67,56,1005,17.95,4
Marvin,Jones,DET,WR,89.98,2016,WR2,59.32,89.98,True,26,15,172.3,144.8,11.49,9.65,1,3,3.0,0,103.0,6.87,55,930,16.91,4
DeVante,Parker,MIA,WR,90.88,2016,WR2,46.86,90.88,True,23,15,154.4,126.4,10.29,8.43,0,0,,0,87.0,5.8,56,744,13.29,4
Tyler,Eifert,CIN,TE,91.35,2016,TE1,91.35,,False,26,8,98.4,83.9,12.3,10.49,0,0,,0,47.0,5.88,29,394,13.59,5
Rashad,Jennings,NYG,RB,91.4,2016,RB1,91.4,174.11,False,31,13,138.4,120.9,10.65,9.3,181,593,3.28,3,42.0,3.23,35,201,5.74,1
Derrick,Henry,TEN,RB,92.16,2016,RB2,43.72,92.16,True,22,15,105.7,99.2,7.05,6.61,110,490,4.45,5,15.0,1.0,13,137,10.54,0
Gary,Barnidge,CLE,TE,94.33,2016,TE1,94.33,,False,31,16,130.2,102.7,8.14,6.42,0,0,,0,82.0,5.12,55,612,11.13,2
Chris,Ivory,JAX,RB,97.01,2016,RB1,97.01,97.06,True,28,11,94.5,84.5,8.59,7.68,117,439,3.75,3,28.0,2.55,20,186,9.3,0
TJ,Yeldon,JAX,RB,97.06,2016,RB2,97.01,97.06,True,23,15,137.7,112.7,9.18,7.51,130,465,3.58,1,68.0,4.53,50,312,6.24,1
Michael,Crabtree,OAK,WR,98.49,2016,WR2,25.65,98.49,True,29,16,239.3,194.8,14.96,12.18,0,0,,0,145.0,9.06,89,1003,11.27,8
Julius,Thomas,JAX,TE,98.67,2016,TE1,98.67,,False,28,9,82.1,67.1,9.12,7.46,0,0,,0,51.0,5.67,30,281,9.37,4
Sterling,Shepard,NYG,WR,102.76,2016,WR2,4.01,102.76,False,23,16,184.4,151.9,11.52,9.49,3,31,10.33,0,105.0,6.56,65,683,10.51,8
Zach,Ertz,PHI,TE,103.88,2016,TE1,103.88,,False,26,14,183.6,144.6,13.11,10.33,0,0,,0,106.0,7.57,78,816,10.46,4
Dion,Lewis,NWE,RB,104.48,2016,RB1,104.48,106.06,True,26,7,54.7,46.2,7.81,6.6,64,283,4.42,0,24.0,3.43,17,94,5.53,0
Kevin,White,CHI,WR,106.03,2016,WR2,30.92,106.03,True,24,4,38.6,29.1,9.65,7.28,1,9,9.0,0,36.0,9.0,19,187,9.84,0
LeGarrette,Blount,NWE,RB,106.06,2016,RB2,104.48,106.06,True,30,16,232.9,229.4,14.56,14.34,299,1161,3.88,18,8.0,0.5,7,38,5.43,0
Jay,Ajayi,MIA,RB,109.63,2016,RB1,109.63,,False,23,15,215.3,201.8,14.35,13.45,260,1272,4.89,8,35.0,2.33,27,151,5.59,0
Antonio,Gates,SDG,TE,110.16,2016,TE1,110.16,178.0,False,36,14,147.8,121.3,10.56,8.66,0,0,,0,93.0,6.64,53,548,10.34,7
Stefon,Diggs,MIN,WR,111.1,2016,WR1,111.1,136.76,False,23,13,193.3,151.3,14.87,11.64,3,10,3.33,0,112.0,8.62,84,903,10.75,3
Jimmy,Graham,SEA,TE,111.17,2016,TE1,111.17,,False,30,16,189.3,156.8,11.83,9.8,1,0,0.0,0,95.0,5.94,65,923,14.2,6
Tavon,Austin,LAR,WR,115.8,2016,WR1,115.8,202.86,False,26,15,146.8,117.8,9.79,7.85,28,159,5.68,1,106.0,7.07,58,509,8.78,3
Isaiah,Crowell,CLE,RB,115.87,2016,RB2,79.09,115.87,False,23,16,205.1,185.1,12.82,11.57,198,952,4.81,7,53.0,3.31,40,319,7.98,0
Willie,Snead,NOR,WR,119.13,2016,WR2,32.62,119.13,False,24,15,191.5,155.5,12.77,10.37,0,0,,0,104.0,6.93,72,895,12.43,4
Charles,Sims,TAM,RB,122.73,2016,RB1,122.73,,False,26,7,67.9,55.9,9.7,7.99,51,149,2.92,1,32.0,4.57,24,190,7.92,1
Corey,Coleman,CLE,WR,122.78,2016,WR1,122.78,174.23,False,22,10,93.3,76.8,9.33,7.68,2,10,5.0,0,73.0,7.3,33,413,12.52,3
Martellus,Bennett,NWE,TE,123.2,2016,TE1,123.2,,False,29,16,168.1,140.6,10.51,8.79,2,10,5.0,0,73.0,4.56,55,701,12.75,7
Devin,Funchess,CAR,WR,125.37,2016,WR2,45.99,125.37,False,22,15,86.1,74.6,5.74,4.97,0,0,,0,58.0,3.87,23,371,16.13,4
Dwayne,Allen,IND,TE,126.17,2016,TE1,126.17,,False,26,14,113.6,96.1,8.11,6.86,0,0,,0,52.0,3.71,35,406,11.6,6
Markus,Wheaton,PIT,WR,129.11,2016,WR2,1.81,129.11,False,25,3,17.1,15.1,5.7,5.03,0,0,,0,9.0,3.0,4,51,12.75,1
Jason,Witten,DAL,TE,131.07,2016,TE1,131.07,,False,34,16,152.3,117.8,9.52,7.36,0,0,,0,95.0,5.94,69,673,9.75,3
Vincent,Jackson,TAM,WR,131.6,2016,WR2,25.08,131.6,False,33,5,32.3,24.8,6.46,4.96,0,0,,0,32.0,6.4,15,173,11.53,0
Michael,Thomas,NOR,WR,132.55,2016,WR3,32.62,119.13,False,23,15,255.7,209.7,17.05,13.98,0,0,,0,121.0,8.07,92,1137,12.36,9
Torrey,Smith,SFO,WR,132.92,2016,WR1,132.92,189.07,False,27,12,64.7,54.7,5.39,4.56,0,0,,0,49.0,4.08,20,267,13.35,3
