FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,Age,GamesPlayed,PointsPPR,PointsHalfPPR,PPG_PPR,PPG_HalfPPR,RushAtt,RushYds,RushYardsPerAtt,RushTD,Tgts,TgtsPerGame,Receptions,RecYds,YardsPerRec,RecTD
Mike,Wallace,BAL,WR,138.52,2017,WR2,113.78,138.52,False,31,15,151.2,125.2,10.08,8.35,1,4,4.0,0,92.0,6.13,52,748,14.38,4
Austin,Hooper,ATL,TE,139.41,2017,TE1,139.41,,False,23,16,119.6,95.1,7.48,5.94,0,0,,0,65.0,4.06,49,526,10.73,3
Latavius,Murray,MIN,RB,140.9,2017,RB1,140.9,,False,27,16,157.5,150.0,9.84,9.38,216,842,3.9,8,17.0,1.06,15,103,6.87,0
Jamaal,Charles,DEN,RB,141.61,2017,RB2,55.82,141.61,False,31,14,67.5,56.0,4.82,4.0,69,296,4.29,1,28.0,2.0,23,129,5.61,0
Sterling,Shepard,NYG,WR,144.62,2017,WR1,144.62,,False,24,11,144.5,115.0,13.14,10.45,4,4,1.0,0,84.0,7.64,59,731,12.39,2
Zay,Jones,BUF,WR,146.76,2017,WR2,55.13,146.76,False,22,15,70.6,57.1,4.71,3.81,0,0,,0,74.0,4.93,27,316,11.7,2
Cameron,Brate,TAM,TE,147.49,2017,TE1,147.49,,False,26,16,143.1,119.1,8.94,7.44,0,0,,0,77.0,4.81,48,591,12.31,6
Evan,Engram,NYG,TE,147.71,2017,TE1,147.71,,False,23,15,173.6,141.6,11.57,9.44,1,14,14.0,0,115.0,7.67,64,722,11.28,6
Rex,Burkhead,NWE,RB,149.02,2017,RB3,74.99,136.88,False,27,10,129.8,114.8,12.98,11.48,64,264,4.13,5,36.0,3.6,30,254,8.47,3
Alvin,Kamara,NOR,RB,149.41,2017,RB2,57.89,149.41,False,22,16,320.4,279.9,20.02,17.49,120,728,6.07,8,100.0,6.25,81,826,10.2,5
Mohamed,Sanu,ATL,WR,152.52,2017,WR2,6.31,152.52,False,28,15,174.3,140.8,11.62,9.39,4,10,2.5,0,96.0,6.4,67,703,10.49,5
Marlon,Mack,IND,RB,154.85,2017,RB2,91.81,154.85,False,21,14,103.3,92.8,7.38,6.63,93,358,3.85,3,33.0,2.36,21,225,10.71,1
Cole,Beasley,DAL,WR,154.99,2017,WR2,22.11,154.99,False,28,15,91.4,73.4,6.09,4.89,0,0,,0,63.0,4.2,36,314,8.72,4
Cooper,Kupp,LAR,WR,155.26,2017,WR2,67.94,155.26,False,24,15,176.9,145.9,11.79,9.73,0,0,,0,94.0,6.27,62,869,14.02,5
Danny,Amendola,NWE,WR,156.09,2017,WR4,25.61,109.16,False,32,15,138.9,108.4,9.26,7.23,0,0,,0,86.0,5.73,61,659,10.8,2
Taylor,Gabriel,ATL,WR,156.63,2017,WR3,6.31,152.52,False,26,16,81.7,65.2,5.11,4.08,8,49,6.13,0,51.0,3.19,33,378,11.45,1
Antonio,Gates,LAC,TE,158.48,2017,TE1,158.48,,False,37,16,79.6,64.6,4.97,4.04,0,0,,0,52.0,3.25,30,316,10.53,3
Kenny,Golladay,DET,WR,158.8,2017,WR3,61.57,126.65,False,24,11,94.6,80.6,8.6,7.33,1,9,9.0,0,48.0,4.36,28,477,17.04,3
Giovani,Bernard,CIN,RB,159.19,2017,RB2,45.05,159.19,False,26,16,151.7,130.2,9.48,8.14,105,458,4.36,2,60.0,3.75,43,389,9.05,2
Robby,Anderson,NYJ,WR,159.68,2017,WR1,159.68,,False,24,16,200.0,168.5,12.5,10.53,3,9,3.0,0,114.0,7.12,63,941,14.94,7
Josh,Doctson,WAS,WR,159.97,2017,WR2,81.17,159.97,False,25,16,119.8,102.3,7.49,6.39,1,-14,-14.0,0,78.0,4.88,35,502,14.34,6
Tyler,Lockett,SEA,WR,161.1,2017,WR2,30.91,161.1,False,25,16,124.3,101.8,7.77,6.36,10,58,5.8,0,71.0,4.44,45,555,12.33,2
Wendell,Smallwood,PHI,RB,162.19,2017,RB3,16.72,82.31,False,23,8,46.7,40.2,5.84,5.03,47,174,3.7,1,18.0,2.25,13,103,7.92,0
Jared,Cook,OAK,TE,162.33,2017,TE1,162.33,,False,30,16,132.8,105.8,8.3,6.61,0,0,,0,86.0,5.38,54,688,12.74,2
Dion,Lewis,NWE,RB,166.4,2017,RB4,74.99,136.88,False,27,16,203.0,187.0,12.69,11.69,180,896,4.98,6,35.0,2.19,32,214,6.69,3
JuJu,SmithSchuster,PIT,WR,167.66,2017,WR3,4.19,63.0,False,21,14,197.7,168.7,14.12,12.05,0,0,,0,79.0,5.64,58,917,15.81,7
Will,Fuller,HOU,WR,168.05,2017,WR2,35.57,168.05,False,23,10,113.2,99.2,11.32,9.92,2,9,4.5,0,50.0,5.0,28,423,15.11,7
DeAndre,Washington,OAK,RB,168.42,2017,RB2,32.07,168.42,False,24,15,85.0,68.0,5.67,4.53,57,153,2.68,2,45.0,3.0,34,197,5.79,1
Mike,Williams,LAC,WR,168.72,2017,WR3,45.36,116.12,False,23,10,20.5,15.0,2.05,1.5,0,0,,0,23.0,2.3,11,95,8.64,0
David,Njoku,CLE,TE,170.08,2017,TE1,170.08,,False,21,16,94.7,78.7,5.92,4.92,1,1,1.0,0,60.0,3.75,32,386,12.06,4
Kenny,Stills,MIA,WR,170.86,2017,WR3,64.83,82.76,True,25,16,174.7,145.7,10.92,9.11,0,0,,0,105.0,6.56,58,847,14.6,6
Charcandrick,West,KAN,RB,173.38,2017,RB2,58.87,173.38,False,26,13,73.2,59.7,5.63,4.59,18,72,4.0,2,34.0,2.62,27,150,5.56,2
Devin,Funchess,CAR,WR,175.63,2017,WR1,175.63,,False,23,16,195.0,163.5,12.19,10.22,0,0,,0,111.0,6.94,63,840,13.33,8
Alfred,Morris,DAL,RB,176.41,2017,RB2,19.0,176.41,False,29,14,72.2,68.7,5.16,4.91,115,547,4.76,1,9.0,0.64,7,45,6.43,0
Torrey,Smith,PHI,WR,176.96,2017,WR2,45.33,176.96,False,28,16,90.7,72.7,5.67,4.54,1,-3,-3.0,0,67.0,4.19,36,430,11.94,2
Jesse,James,PIT,TE,177.37,2017,TE1,177.37,,False,23,16,98.2,76.7,6.14,4.79,0,0,,0,63.0,3.94,43,372,8.65,3
Marqise,Lee,JAX,WR,177.73,2017,WR1,177.73,189.94,False,26,14,147.9,119.9,10.56,8.56,1,17,17.0,0,96.0,6.86,56,702,12.54,3
Nelson,Agholor,PHI,WR,177.91,2017,WR3,45.33,176.96,False,24,16,193.5,162.5,12.09,10.16,1,7,7.0,0,95.0,5.94,62,768,12.39,8
JJ,Nelson,ARI,WR,178.05,2017,WR3,67.09,130.29,False,25,16,93.5,79.0,5.84,4.94,3,37,12.33,0,61.0,3.81,29,508,17.52,2
Tarik,Cohen,CHI,RB,178.85,2017,RB2,17.93,178.85,False,22,16,150.1,123.6,9.38,7.72,87,370,4.25,2,71.0,4.44,53,353,6.66,1
Charles,Clay,BUF,TE,178.98,2017,TE1,178.98,,False,28,13,116.8,92.3,8.98,7.1,0,0,,0,74.0,5.69,49,558,11.39,2
Dwayne,Allen,NWE,TE,179.16,2017,TE2,20.63,179.16,False,27,16,24.6,19.6,1.54,1.23,0,0,,0,22.0,1.38,10,86,8.6,1
DeAngelo,Henderson,DEN,RB,179.19,2017,RB3,55.82,141.61,False,25,5,12.9,11.9,2.58,2.38,7,13,1.86,0,2.0,0.4,2,36,18.0,1
Devontae,Booker,DEN,RB,182.24,2017,RB4,55.82,141.61,False,25,13,91.4,76.4,7.03,5.88,79,299,3.78,1,38.0,2.92,30,275,9.17,0
Shane,Vereen,NYG,RB,182.62,2017,RB2,91.81,182.62,False,28,16,83.7,62.7,5.23,3.92,45,164,3.64,0,53.0,3.31,44,253,5.75,0
TJ,Yeldon,JAX,RB,188.74,2017,RB2,24.71,188.74,False,24,10,87.7,72.7,8.77,7.27,49,253,5.16,2,41.0,4.1,30,224,7.47,0
Allen,Hurns,JAX,WR,189.94,2017,WR2,177.73,189.94,False,26,10,99.4,79.9,9.94,7.99,0,0,,0,56.0,5.6,39,484,12.41,2
Charles,Sims,TAM,RB,190.88,2017,RB3,71.13,137.06,False,27,16,73.4,55.9,4.59,3.49,21,95,4.52,0,47.0,2.94,35,249,7.11,1
Jalen,Richard,OAK,RB,192.05,2017,RB3,32.07,168.42,False,24,16,86.1,72.6,5.38,4.54,56,275,4.91,1,36.0,2.25,27,256,9.48,1
Paul,Richardson,SEA,WR,192.44,2017,WR3,30.91,161.1,False,25,16,150.3,128.3,9.39,8.02,0,0,,0,80.0,5.0,44,703,15.98,6
Brandon,LaFell,CIN,WR,193.04,2017,WR2,13.59,193.04,False,31,16,124.8,98.8,7.8,6.18,0,0,,0,89.0,5.56,52,548,10.54,3
Breshad,Perriman,BAL,WR,193.74,2017,WR3,113.78,138.52,False,24,11,17.7,12.7,1.61,1.15,0,0,,0,35.0,3.18,10,77,7.7,0
Kendall,Wright,CHI,WR,195.13,2017,WR1,195.13,,False,28,16,126.4,96.9,7.9,6.06,0,0,,0,91.0,5.69,59,614,10.41,1
Terrance,Williams,DAL,WR,195.31,2017,WR3,22.11,154.99,False,28,16,111.3,84.8,6.96,5.3,2,15,7.5,0,78.0,4.88,53,568,10.72,0
Chris,Ivory,JAX,RB,197.0,2017,RB3,24.71,188.74,False,29,14,84.7,74.2,6.05,5.3,112,382,3.41,1,28.0,2.0,21,175,8.33,1
Robert,Woods,LAR,WR,201.15,2017,WR3,67.94,155.26,False,25,12,163.3,135.3,13.61,11.28,2,12,6.0,0,85.0,7.08,56,781,13.95,5
Tavon,Austin,LAR,WR,205.46,2017,WR4,67.94,155.26,False,27,16,42.7,36.2,2.67,2.26,59,270,4.58,1,22.0,1.38,13,47,3.62,0
Travis,Benjamin,LAC,WR,205.8,2017,WR4,45.36,116.12,False,28,16,130.3,113.3,8.14,7.08,13,96,7.38,0,62.0,3.88,34,567,16.68,4
Austin,SeferianJenkins,NYJ,TE,207.27,2017,TE1,207.27,,False,25,13,101.7,76.7,7.82,5.9,0,0,,0,74.0,5.69,50,357,7.14,3
Todd,Gurley,LAR,RB,1.69,2018,RB1,1.69,130.96,False,24,14,372.1,342.6,26.58,24.47,256,1251,4.89,17,81.0,5.79,59,580,9.83,4
Ezekiel,Elliott,DAL,RB,4.55,2018,RB1,4.55,191.28,False,23,15,329.1,290.6,21.94,19.37,304,1434,4.72,6,95.0,6.33,77,567,7.36,3
David,Johnson,ARI,RB,4.58,2018,RB1,4.58,193.22,False,27,16,246.6,221.6,15.41,13.85,258,940,3.64,7,76.0,4.75,50,446,8.92,3
Antonio,Brown,PIT,WR,6.18,2018,WR1,6.18,43.53,False,30,15,323.7,271.7,21.58,18.11,0,0,,0,168.0,11.2,104,1297,12.47,15
Alvin,Kamara,NOR,RB,7.74,2018,RB1,7.74,65.37,False,23,15,354.2,313.7,23.61,20.91,194,883,4.55,14,105.0,7.0,81,709,8.75,4
Saquon,Barkley,NYG,RB,8.43,2018,RB1,8.43,,False,21,16,385.8,340.3,24.11,21.27,261,1307,5.01,11,121.0,7.56,91,721,7.92,4
Leonard,Fournette,JAX,RB,9.93,2018,RB1,9.93,78.03,False,23,8,120.4,109.4,15.05,13.68,133,439,3.3,5,26.0,3.25,22,185,8.41,1
DeAndre,Hopkins,HOU,WR,11.74,2018,WR1,11.74,,False,26,16,333.5,276.0,20.84,17.25,1,-7,-7.0,0,163.0,10.19,115,1572,13.67,11
Melvin,Gordon,LAC,RB,12.33,2018,RB1,12.33,167.4,False,25,12,275.5,250.5,22.96,20.88,175,885,5.06,10,66.0,5.5,50,490,9.8,4
Odell,Beckham,NYG,WR,13.0,2018,WR1,13.0,123.68,False,26,12,230.3,191.8,19.19,15.98,5,19,3.8,0,124.0,10.33,77,1052,13.66,6
Dalvin,Cook,MIN,RB,13.58,2018,RB1,13.58,126.53,False,23,11,152.0,132.0,13.82,12.0,133,615,4.62,2,49.0,4.45,40,305,7.63,2
Julio,Jones,ATL,WR,14.34,2018,WR1,14.34,132.19,False,29,16,325.9,269.4,20.37,16.84,2,12,6.0,0,170.0,10.62,113,1677,14.84,8
Christian,McCaffrey,CAR,RB,18.24,2018,RB1,18.24,,False,22,16,385.5,332.0,24.09,20.75,219,1098,5.01,7,124.0,7.75,107,867,8.1,6
Michael,Thomas,NOR,WR,19.21,2018,WR1,19.21,134.37,False,25,16,315.5,253.0,19.72,15.81,0,0,,0,147.0,9.19,125,1405,11.24,9
Davante,Adams,GNB,WR,19.28,2018,WR1,19.28,113.02,False,26,15,329.6,274.1,21.97,18.27,0,0,,0,169.0,11.27,111,1386,12.49,13
Rob,Gronkowski,NWE,TE,21.23,2018,TE1,21.23,,False,29,13,131.2,107.7,10.09,8.28,0,0,,0,72.0,5.54,47,682,14.51,3
Keenan,Allen,LAC,WR,21.73,2018,WR1,21.73,138.01,False,26,16,260.1,211.6,16.26,13.22,9,75,8.33,0,136.0,8.5,97,1196,12.33,6
Jordan,Howard,CHI,RB,26.25,2018,RB1,26.25,100.89,True,24,16,180.0,170.0,11.25,10.62,250,935,3.74,9,26.0,1.62,20,145,7.25,0
Joe,Mixon,CIN,RB,26.93,2018,RB1,26.93,132.23,False,22,14,243.4,221.9,17.39,15.85,237,1168,4.93,8,55.0,3.93,43,296,6.88,1
Tyreek,Hill,KAN,WR,27.43,2018,WR1,27.43,80.01,True,24,16,334.0,290.5,20.88,18.16,22,151,6.86,1,137.0,8.56,87,1479,17.0,12
Mike,Evans,TAM,WR,28.87,2018,WR1,28.87,143.25,False,25,16,290.4,247.4,18.15,15.46,0,0,,0,138.0,8.62,86,1524,17.72,8
Travis,Kelce,KAN,TE,29.86,2018,TE1,29.86,,False,29,16,294.6,243.1,18.41,15.19,0,0,,0,150.0,9.38,103,1336,12.97,10
LeSean,McCoy,BUF,RB,32.09,2018,RB1,32.09,175.15,False,30,14,127.2,110.2,9.09,7.87,161,514,3.19,3,46.0,3.29,34,238,7.0,0
Stefon,Diggs,MIN,WR,34.72,2018,WR1,34.72,42.68,True,25,15,266.3,215.3,17.75,14.35,10,62,6.2,0,149.0,9.93,102,1021,10.01,9
TY,Hilton,IND,WR,34.85,2018,WR1,34.85,198.82,False,29,14,239.0,201.0,17.07,14.36,0,0,,0,120.0,8.57,76,1270,16.71,6
Adam,Thielen,MIN,WR,42.68,2018,WR2,34.72,42.68,True,28,16,307.3,250.8,19.21,15.68,5,30,6.0,0,153.0,9.56,113,1373,12.15,9
JuJu,SmithSchuster,PIT,WR,43.53,2018,WR2,6.18,43.53,False,22,16,296.9,241.4,18.56,15.09,1,13,13.0,0,166.0,10.38,111,1426,12.85,7
Brandin,Cooks,LAR,WR,44.74,2018,WR1,44.74,94.32,True,25,16,243.2,203.2,15.2,12.7,10,68,6.8,1,117.0,7.31,80,1204,15.05,5
Jarvis,Landry,CLE,WR,45.07,2018,WR1,45.07,205.5,False,26,16,217.1,176.6,13.57,11.04,3,60,20.0,1,149.0,9.31,81,976,12.05,4
Larry,Fitzgerald,ARI,WR,46.09,2018,WR1,46.09,,False,35,16,185.7,151.2,11.61,9.45,0,0,,0,112.0,7.0,69,734,10.64,6
Zach,Ertz,PHI,TE,46.12,2018,TE1,46.12,178.86,False,28,16,280.3,222.3,17.52,13.89,0,0,,0,156.0,9.75,116,1163,10.03,8
Doug,Baldwin,SEA,WR,47.93,2018,WR1,47.93,144.73,False,30,13,141.8,116.8,10.91,8.98,0,0,,0,73.0,5.62,50,618,12.36,5
Kenyan,Drake,MIA,RB,48.02,2018,RB1,48.02,189.19,False,24,16,206.2,179.7,12.89,11.23,120,535,4.46,4,73.0,4.56,53,477,9.0,5
Derrick,Henry,TEN,RB,48.59,2018,RB1,48.59,84.73,True,24,16,201.4,193.9,12.59,12.12,215,1059,4.93,12,18.0,1.12,15,99,6.6,0
Lamar,Miller,HOU,RB,52.91,2018,RB1,52.91,165.99,False,27,14,172.6,160.1,12.33,11.44,210,973,4.63,5,35.0,2.5,25,163,6.52,1
Jimmy,Graham,GNB,TE,54.79,2018,TE1,54.79,,False,32,16,130.6,103.1,8.16,6.44,0,0,,0,89.0,5.56,55,636,11.56,2
Chris,Hogan,NWE,WR,56.68,2018,WR1,56.68,81.59,True,31,16,106.2,88.7,6.64,5.54,0,0,,0,55.0,3.44,35,532,15.2,3
Allen,Robinson,CHI,WR,57.47,2018,WR1,57.47,169.53,False,25,13,153.3,125.8,11.79,9.68,1,9,9.0,0,94.0,7.23,55,754,13.71,4
Royce,Freeman,DEN,RB,57.72,2018,RB1,57.72,130.18,False,22,14,101.3,94.3,7.24,6.74,130,521,4.01,5,20.0,1.43,14,72,5.14,0
Alshon,Jeffery,PHI,WR,61.01,2018,WR1,61.01,71.15,True,28,13,185.3,152.8,14.25,11.75,0,0,,0,92.0,7.08,65,843,12.97,6
Mark,Ingram,NOR,RB,65.37,2018,RB2,7.74,65.37,False,29,12,142.5,132.0,11.88,11.0,138,645,4.67,6,27.0,2.25,21,170,8.1,1
Jamaal,Williams,GNB,RB,65.78,2018,RB1,65.78,,False,23,16,114.4,100.9,7.15,6.31,121,464,3.83,3,41.0,2.56,27,210,7.78,0
Sony,Michel,NWE,RB,69.97,2018,RB1,69.97,75.78,True,23,13,139.1,135.6,10.7,10.43,209,931,4.45,6,11.0,0.85,7,50,7.14,0
Evan,Engram,NYG,TE,71.29,2018,TE1,71.29,,False,24,11,126.3,103.8,11.48,9.44,3,36,12.0,0,64.0,5.82,45,577,12.82,3
Corey,Davis,TEN,WR,75.17,2018,WR1,75.17,194.9,False,23,16,183.6,151.1,11.48,9.44,6,55,9.17,0,112.0,7.0,65,891,13.71,4
Rex,Burkhead,NWE,RB,75.78,2018,RB2,69.97,75.78,True,28,8,49.7,42.7,6.21,5.34,57,186,3.26,0,20.0,2.5,14,131,9.36,1
Sammy,Watkins,KAN,WR,80.01,2018,WR2,27.43,80.01,True,25,10,115.1,95.1,11.51,9.51,5,52,10.4,0,55.0,5.5,40,519,12.98,3
Jordy,Nelson,OAK,WR,81.35,2018,WR1,81.35,,False,33,15,156.7,125.2,10.45,8.35,1,-2,-2.0,0,88.0,5.87,63,739,11.73,3
Julian,Edelman,NWE,WR,81.59,2018,WR2,56.68,81.59,True,32,12,207.4,170.4,17.28,14.2,9,107,11.89,0,108.0,9.0,74,850,11.49,6
Tevin,Coleman,ATL,RB,82.04,2018,RB1,82.04,,False,25,16,193.6,177.6,12.1,11.1,167,800,4.79,4,44.0,2.75,32,276,8.63,5
Marquise,Goodwin,SFO,WR,82.86,2018,WR1,82.86,,False,28,11,87.4,75.9,7.95,6.9,4,9,2.25,0,43.0,3.91,23,395,17.17,4
Kyle,Rudolph,MIN,TE,83.34,2018,TE1,83.34,,False,29,16,151.4,119.4,9.46,7.46,0,0,,0,82.0,5.12,64,634,9.91,4
Michael,Crabtree,BAL,WR,83.96,2018,WR1,83.96,159.51,False,31,16,132.7,105.7,8.29,6.61,0,0,,0,100.0,6.25,54,607,11.24,3
Dion,Lewis,TEN,RB,84.73,2018,RB2,48.59,84.73,True,28,16,160.7,131.2,10.04,8.2,155,517,3.34,1,67.0,4.19,59,400,6.78,1
Rashaad,Penny,SEA,RB,91.84,2018,RB1,91.84,95.6,True,22,14,70.4,65.9,5.03,4.71,85,419,4.93,2,12.0,0.86,9,75,8.33,0
Robert,Woods,LAR,WR,94.32,2018,WR2,44.74,94.32,True,26,16,265.6,222.6,16.6,13.91,19,157,8.26,1,130.0,8.12,86,1219,14.17,6
Trey,Burton,CHI,TE,94.91,2018,TE1,94.91,,False,27,16,147.1,120.1,9.19,7.51,1,2,2.0,0,76.0,4.75,54,569,10.54,6
Devin,Funchess,CAR,WR,95.35,2018,WR1,95.35,142.15,False,24,14,122.9,100.9,8.78,7.21,0,0,,0,79.0,5.64,44,549,12.48,4
Chris,Carson,SEA,RB,95.6,2018,RB2,91.84,95.6,True,24,14,201.4,191.4,14.39,13.67,247,1151,4.66,9,24.0,1.71,20,163,8.15,0
Marlon,Mack,IND,RB,98.58,2018,RB1,98.58,158.43,False,22,12,178.1,169.6,14.84,14.13,195,908,4.66,9,26.0,2.17,17,103,6.06,1
Adrian,Peterson,WAS,RB,100.19,2018,RB1,100.19,116.35,False,33,16,189.0,179.0,11.81,11.19,251,1042,4.15,7,26.0,1.62,20,208,10.4,1
Tarik,Cohen,CHI,RB,100.89,2018,RB2,26.25,100.89,True,23,16,233.9,198.4,14.62,12.4,99,444,4.48,3,91.0,5.69,71,725,10.21,5
Duke,Johnson,CLE,RB,102.63,2018,RB1,102.63,128.46,False,25,16,132.0,108.5,8.25,6.78,40,201,5.03,0,62.0,3.88,47,429,9.13,3
Robby,Anderson,NYJ,WR,104.61,2018,WR1,104.61,201.02,False,25,14,156.4,131.4,11.17,9.39,2,-8,-4.0,0,94.0,6.71,50,752,15.04,6
Peyton,Barber,TAM,RB,105.72,2018,RB1,105.72,106.44,True,24,16,150.3,140.3,9.39,8.77,234,871,3.72,5,29.0,1.81,20,92,4.6,1
Ronald,Jones,TAM,RB,106.44,2018,RB2,105.72,106.44,True,21,9,20.7,17.2,2.3,1.91,23,44,1.91,1,9.0,1.0,7,33,4.71,0
DeVante,Parker,MIA,WR,110.55,2018,WR1,110.55,117.2,False,25,11,60.9,48.9,5.54,4.45,0,0,,0,47.0,4.27,24,309,12.88,1
Randall,Cobb,GNB,WR,113.02,2018,WR2,19.28,113.02,False,28,9,86.3,67.3,9.59,7.48,0,0,,0,61.0,6.78,38,383,10.08,2
Nelson,Agholor,PHI,WR,115.29,2018,WR3,61.01,71.15,True,25,16,165.4,133.4,10.34,8.34,3,32,10.67,0,97.0,6.06,64,736,11.5,4
Chris,Thompson,WAS,RB,116.35,2018,RB2,100.19,116.35,False,28,10,91.6,71.1,9.16,7.11,43,178,4.14,0,55.0,5.5,41,268,6.54,1
Kenny,Stills,MIA,WR,117.2,2018,WR2,110.55,117.2,False,26,15,134.4,115.9,8.96,7.73,0,0,,0,64.0,4.27,37,553,14.95,6
David,Njoku,CLE,TE,117.67,2018,TE1,117.67,,False,22,16,143.9,115.9,8.99,7.24,0,0,,0,88.0,5.5,56,639,11.41,4
James,White,NWE,RB,118.7,2018,RB3,69.97,75.78,True,26,16,276.6,233.1,17.29,14.57,94,425,4.52,5,123.0,7.69,87,751,8.63,7
Keelan,Cole,JAX,WR,122.53,2018,WR1,122.53,166.08,False,25,16,89.1,70.1,5.57,4.38,0,0,,0,70.0,4.38,38,491,12.92,1
Jamison,Crowder,WAS,WR,122.94,2018,WR1,122.94,136.96,False,25,9,82.8,68.3,9.2,7.59,4,30,7.5,0,49.0,5.44,29,388,13.38,2
Sterling,Shepard,NYG,WR,123.68,2018,WR2,13.0,123.68,False,25,16,182.5,149.5,11.41,9.34,3,33,11.0,0,107.0,6.69,66,872,13.21,4
Latavius,Murray,MIN,RB,126.53,2018,RB2,13.58,126.53,False,28,16,131.9,120.9,8.24,7.56,140,578,4.13,6,26.0,1.62,22,141,6.41,0
Nick,Chubb,CLE,RB,128.46,2018,RB2,102.63,128.46,False,23,16,194.5,184.5,12.16,11.53,192,996,5.19,8,29.0,1.81,20,149,7.45,2
Devontae,Booker,DEN,RB,130.18,2018,RB2,57.72,130.18,False,26,16,87.8,68.8,5.49,4.3,34,183,5.38,1,51.0,3.19,38,275,7.24,0
Calvin,Ridley,ATL,WR,132.19,2018,WR2,14.34,132.19,False,24,16,206.8,174.8,12.92,10.92,6,27,4.5,0,92.0,5.75,64,821,12.83,10
Giovani,Bernard,CIN,RB,132.23,2018,RB2,26.93,132.23,False,27,12,95.9,78.4,7.99,6.53,56,211,3.77,3,48.0,4.0,35,218,6.23,0
Josh,Doctson,WAS,WR,136.96,2018,WR2,122.94,136.96,False,26,15,109.2,87.2,7.28,5.81,0,0,,0,78.0,5.2,44,532,12.09,2
Mike,Williams,LAC,WR,138.01,2018,WR2,21.73,138.01,False,24,16,180.2,158.7,11.26,9.92,7,28,4.0,1,66.0,4.12,43,664,15.44,10
Mohamed,Sanu,ATL,WR,141.24,2018,WR3,14.34,132.19,False,29,16,182.4,149.4,11.4,9.34,7,44,6.29,0,94.0,5.88,66,838,12.7,4
George,Kittle,SFO,TE,141.42,2018,TE1,141.42,,False,25,16,258.7,214.7,16.17,13.42,1,10,10.0,0,136.0,8.5,88,1377,15.65,5
DJ,Moore,CAR,WR,142.15,2018,WR2,95.35,142.15,False,21,16,157.0,129.5,9.81,8.09,13,172,13.23,0,82.0,5.12,55,788,14.33,2
DeSean,Jackson,TAM,WR,143.25,2018,WR2,28.87,143.25,False,32,12,151.3,130.8,12.61,10.9,6,29,4.83,1,74.0,6.17,41,774,18.88,4
Tyler,Lockett,SEA,WR,144.73,2018,WR2,47.93,144.73,False,26,16,222.4,193.9,13.9,12.12,13,69,5.31,0,70.0,4.38,57,965,16.93,10
LeGarrette,Blount,DET,RB,145.03,2018,RB1,145.03,168.29,False,32,16,86.5,81.5,5.41,5.09,154,418,2.71,5,15.0,0.94,10,67,6.7,0
Kenny,Golladay,DET,WR,145.27,2018,WR1,145.27,,False,25,15,207.1,172.1,13.81,11.47,1,8,8.0,0,119.0,7.93,70,1063,15.19,5
Jared,Cook,OAK,TE,146.74,2018,TE1,146.74,,False,31,16,193.6,159.6,12.1,9.98,0,0,,0,101.0,6.31,68,896,13.18,6
Michael,Gallup,DAL,WR,152.9,2018,WR2,41.34,152.9,False,22,16,97.7,81.2,6.11,5.08,0,0,,0,68.0,4.25,33,507,15.36,2
Alfred,Morris,SFO,RB,153.38,2018,RB1,153.38,,False,30,12,68.1,64.1,5.68,5.34,111,428,3.86,2,13.0,1.08,8,73,9.13,0
Vance,McDonald,PIT,TE,154.88,2018,TE1,154.88,177.77,False,28,15,133.0,108.0,8.87,7.2,0,0,,0,72.0,4.8,50,610,12.2,4
James,Conner,PIT,RB,155.35,2018,RB2,2.93,155.35,False,23,13,280.0,252.5,21.54,19.42,215,973,4.53,12,71.0,5.46,55,497,9.04,1
Tyrell,Williams,LAC,WR,155.81,2018,WR3,21.73,138.01,False,26,16,137.8,117.3,8.61,7.33,2,15,7.5,0,65.0,4.06,41,653,15.93,5
John,Ross,CIN,WR,156.87,2018,WR1,156.87,,False,23,13,84.9,74.4,6.53,5.72,4,9,2.25,0,58.0,4.46,21,210,10.0,7
Javorius,Allen,BAL,RB,157.28,2018,RB2,145.38,157.28,False,27,14,93.6,76.1,6.69,5.44,41,110,2.68,3,43.0,3.07,35,196,5.6,2
Eric,Ebron,IND,TE,157.62,2018,TE1,157.62,,False,25,16,222.2,189.2,13.89,11.82,3,-8,-2.67,1,110.0,6.88,66,750,11.36,13
Jordan,Wilkins,IND,RB,158.43,2018,RB2,98.58,158.43,False,24,16,60.1,52.1,3.76,3.26,60,336,5.6,1,17.0,1.06,16,85,5.31,0
John,Brown,BAL,WR,159.51,2018,WR2,83.96,159.51,False,28,16,143.9,122.9,8.99,7.68,3,4,1.33,0,97.0,6.06,42,715,17.02,5
Doug,Martin,OAK,RB,161.09,2018,RB1,161.09,,False,29,16,119.9,110.9,7.49,6.93,172,723,4.2,4,24.0,1.5,18,116,6.44,0
Austin,Hooper,ATL,TE,162.08,2018,TE1,162.08,,False,24,16,163.0,127.5,10.19,7.97,0,0,,0,88.0,5.5,71,660,9.3,4
Cameron,Brate,TAM,TE,162.58,2018,TE1,162.58,,False,27,16,92.9,77.9,5.81,4.87,0,0,,0,49.0,3.06,30,289,9.63,6
TJ,Yeldon,JAX,RB,162.99,2018,RB3,9.93,78.03,False,25,14,173.1,145.6,12.36,10.4,104,414,3.98,1,78.0,5.57,55,487,8.85,4
