FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Chris,Hogan,14828,WR,2014,83.1,5.2,16,0.0,0.0,0.0,0.0,41.0,61.0,426.0,67.2,4.0,7.0,10.4
Davante,Adams,16470,WR,2014,81.6,5.1,16,0.0,0.0,0.0,0.0,38.0,66.0,446.0,57.6,3.0,6.8,11.7
Carlos,Hyde,16668,RB,2014,68.1,4.9,14,83.0,333.0,4.0,4.0,12.0,16.0,68.0,75.0,0.0,4.2,5.7
Cole,Beasley,14141,WR,2014,80.5,5.0,16,0.0,0.0,0.0,0.0,37.0,49.0,420.0,75.5,4.0,8.6,11.4
Jermaine,Kearse,14749,WR,2014,80.88,5.4,15,2.0,15.0,7.5,0.0,38.0,69.0,537.0,55.1,1.0,7.8,14.1
Tim,Wright,15367,TE,2014,74.7,4.7,16,1.0,-2.0,-2.0,0.0,26.0,33.0,259.0,78.8,6.0,7.8,10.0
Steve,Johnson,2950,WR,2014,79.0,6.1,13,0.0,0.0,0.0,0.0,35.0,50.0,435.0,70.0,3.0,8.7,12.4
Toby,Gerhart,11413,RB,2014,71.2,5.1,14,102.0,326.0,3.2,2.0,20.0,24.0,186.0,83.3,0.0,7.8,9.3
Theo,Riddick,15126,RB,2014,77.7,5.6,14,20.0,51.0,2.6,0.0,34.0,50.0,316.0,68.0,4.0,6.3,9.3
Charles,Johnson,15141,WR,2014,75.9,6.3,12,1.0,-11.0,-11.0,0.0,31.0,59.0,475.0,52.5,2.0,8.1,15.3
Anthony,Dixon,12285,RB,2014,64.1,4.0,16,105.0,432.0,4.1,2.0,8.0,9.0,49.0,88.9,0.0,5.4,6.1
Cordarrelle,Patterson,15150,RB,2014,76.6,4.8,16,10.0,117.0,11.7,1.0,33.0,67.0,384.0,49.3,1.0,5.7,11.6
Robert,Turbin,14533,RB,2014,67.6,4.2,16,74.0,310.0,4.2,0.0,16.0,20.0,186.0,80.0,2.0,9.3,11.6
Brian,Hartline,8330,WR,2014,78.9,4.9,16,0.0,0.0,0.0,0.0,39.0,63.0,474.0,61.9,2.0,7.5,12.2
James,Starks,12506,RB,2014,68.3,4.3,16,85.0,333.0,3.9,2.0,18.0,29.0,140.0,62.1,0.0,4.8,7.8
Tavon,Austin,15215,WR,2014,74.1,4.9,15,36.0,224.0,6.2,2.0,31.0,44.0,242.0,70.5,0.0,5.5,7.8
Wes,Welker,4631,WR,2014,82.9,5.9,14,0.0,0.0,0.0,0.0,49.0,64.0,464.0,76.6,2.0,7.2,9.5
Ryan,Mathews,11256,RB,2014,62.4,10.4,6,74.0,330.0,4.5,3.0,9.0,10.0,69.0,90.0,0.0,6.9,7.7
Devonta,Freeman,16524,RB,2014,72.3,4.5,16,65.0,248.0,3.8,1.0,30.0,38.0,225.0,78.9,1.0,5.9,7.5
Khiry,Robinson,15645,RB,2014,60.5,6.0,10,76.0,362.0,4.8,3.0,8.0,11.0,63.0,72.7,0.0,5.7,7.9
Lance,Kendricks,13386,TE,2014,69.4,4.3,16,0.0,0.0,0.0,0.0,27.0,38.0,259.0,71.1,5.0,6.8,9.6
Jeremy,Kerley,12794,WR,2014,74.5,4.7,16,4.0,86.0,21.5,0.0,38.0,75.0,409.0,50.7,1.0,5.5,10.8
Brian,Quick,14424,WR,2014,68.0,9.7,7,0.0,0.0,0.0,0.0,25.0,39.0,375.0,64.1,3.0,9.6,15.0
Andre,Roberts,11565,WR,2014,73.4,4.6,16,2.0,21.0,10.5,0.0,36.0,73.0,453.0,49.3,2.0,6.2,12.6
Stepfan,Taylor,15230,RB,2014,60.2,4.3,14,63.0,208.0,3.3,1.0,11.0,15.0,79.0,73.3,3.0,5.3,7.2
Niles,Paul,13170,TE,2014,74.2,4.6,16,0.0,0.0,0.0,0.0,39.0,52.0,507.0,75.0,1.0,9.8,13.0
Jordan,Cameron,12861,TE,2014,66.4,6.6,10,0.0,0.0,0.0,0.0,24.0,48.0,424.0,50.0,2.0,8.8,17.7
Dan,Herron,14788,RB,2014,64.9,4.1,16,78.0,351.0,4.5,1.0,21.0,26.0,173.0,80.8,0.0,6.7,8.2
Luke,Willson,15263,TE,2014,65.2,4.3,15,0.0,0.0,0.0,0.0,22.0,40.0,362.0,55.0,3.0,9.0,16.5
Preston,Parker,11517,WR,2014,69.8,4.4,16,0.0,0.0,0.0,0.0,36.0,56.0,418.0,64.3,2.0,7.5,11.6
Jacquizz,Rodgers,13299,RB,2014,65.5,4.1,16,58.0,217.0,3.7,1.0,29.0,40.0,173.0,72.5,1.0,4.3,6.0
Stedman,Bailey,15216,WR,2014,65.8,4.7,14,1.0,13.0,13.0,0.0,30.0,46.0,435.0,65.2,1.0,9.5,14.5
Joseph,Randle,15085,RB,2014,52.6,3.3,16,51.0,343.0,6.7,3.0,4.0,5.0,23.0,80.0,0.0,4.6,5.8
Travis,Benjamin,13887,WR,2014,59.5,3.7,16,3.0,11.0,3.7,0.0,18.0,46.0,314.0,39.1,3.0,6.8,17.4
Shonn,Greene,8399,RB,2014,51.0,3.9,13,94.0,392.0,4.2,2.0,1.0,3.0,13.0,33.3,0.0,4.3,13.0
Jordan,Todman,13102,RB,2014,62.9,3.9,16,32.0,186.0,5.8,1.0,25.0,37.0,198.0,67.6,1.0,5.4,7.9
Andrew,Quarless,11400,TE,2014,64.8,4.0,16,0.0,0.0,0.0,0.0,29.0,46.0,323.0,63.0,3.0,7.0,11.1
Louis,Murphy,8777,WR,2014,65.5,6.0,11,0.0,0.0,0.0,0.0,31.0,56.0,380.0,55.4,2.0,6.8,12.3
Corey,Brown,16553,WR,2014,59.6,4.6,13,8.0,95.0,11.9,0.0,21.0,36.0,296.0,58.3,2.0,8.2,14.1
Marqise,Lee,16258,WR,2014,67.6,5.2,13,3.0,9.0,3.0,0.0,37.0,68.0,422.0,54.4,1.0,6.2,11.4
Stevan,Ridley,12774,RB,2014,50.0,8.3,6,94.0,340.0,3.6,2.0,4.0,5.0,20.0,80.0,0.0,4.0,5.0
Juwan,Thompson,16287,RB,2014,49.7,3.3,15,54.0,272.0,5.0,3.0,4.0,7.0,25.0,57.1,0.0,3.6,6.2
Bernard,Pierce,14687,RB,2014,48.6,3.7,13,93.0,363.0,3.9,2.0,2.0,6.0,13.0,33.3,0.0,2.2,6.5
Josh,Hill,15866,TE,2014,54.6,3.4,16,0.0,0.0,0.0,0.0,14.0,20.0,176.0,70.0,5.0,8.8,12.6
Anthony,Fasano,1545,TE,2014,59.1,3.9,15,0.0,0.0,0.0,0.0,25.0,36.0,226.0,69.4,4.0,6.3,9.0
Jace,Amaro,16057,TE,2014,65.5,4.7,14,0.0,0.0,0.0,0.0,38.0,53.0,345.0,71.7,2.0,6.5,9.1
Zac,Stacy,15221,RB,2014,55.5,4.3,13,76.0,293.0,3.9,1.0,18.0,23.0,152.0,78.3,0.0,6.6,8.4
CJ,Spiller,10949,RB,2014,55.9,6.2,9,77.0,299.0,3.9,0.0,19.0,22.0,125.0,86.4,1.0,5.7,6.6
Kamar,Aiken,12722,WR,2014,56.7,3.5,16,0.0,0.0,0.0,0.0,24.0,33.0,267.0,72.7,3.0,8.1,11.1
Jordan,Reed,15100,TE,2014,69.5,6.3,11,0.0,0.0,0.0,0.0,50.0,65.0,465.0,76.9,0.0,7.2,9.3
Donald,Brown,8604,RB,2014,57.9,4.5,13,85.0,223.0,2.6,0.0,29.0,41.0,211.0,70.7,0.0,5.1,7.3
John,Carlson,3878,TE,2014,59.5,3.7,16,0.0,0.0,0.0,0.0,33.0,55.0,350.0,60.0,1.0,6.4,10.6
Chris,Polk,13735,RB,2014,43.8,3.1,14,46.0,172.0,3.7,4.0,2.0,3.0,16.0,66.7,0.0,5.3,8.0
Jeff,Cumberland,10992,TE,2014,54.2,3.4,16,0.0,0.0,0.0,0.0,23.0,47.0,247.0,48.9,3.0,5.3,10.7
Charles,Sims,16609,RB,2014,51.0,6.4,8,66.0,185.0,2.8,1.0,19.0,27.0,190.0,70.4,0.0,7.0,10.0
Jason,Avant,1986,WR,2014,58.4,3.6,16,1.0,1.0,1.0,0.0,34.0,62.0,353.0,54.8,1.0,5.7,10.4
Damaris,Johnson,13729,WR,2014,56.5,3.5,16,5.0,19.0,3.8,0.0,31.0,49.0,331.0,63.3,1.0,6.8,10.7
Daniel,Thomas,12762,RB,2014,47.4,4.0,12,44.0,168.0,3.8,2.0,13.0,19.0,121.0,68.4,0.0,6.4,9.3
Daniel,Fells,7007,TE,2014,48.8,3.0,16,0.0,0.0,0.0,0.0,16.0,20.0,188.0,80.0,4.0,9.4,11.8
