FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Tyreek,Hill,18082,WR,2020,285.4,19.0,15,13.0,123.0,9.5,2.0,87.0,135.0,1276.0,64.4,15.0,9.5,14.7
Jonathan,Taylor,21682,RB,2020,234.8,15.7,15,232.0,1169.0,5.0,11.0,36.0,39.0,299.0,92.3,1.0,7.7,8.3
Aaron,Jones,19045,RB,2020,235.4,16.8,14,201.0,1104.0,5.5,9.0,47.0,63.0,355.0,74.6,2.0,5.6,7.6
David,Montgomery,20882,RB,2020,237.8,15.9,15,247.0,1070.0,4.3,8.0,54.0,68.0,438.0,79.4,2.0,6.4,8.1
Travis,Kelce,15048,TE,2020,260.26,17.4,15,0.0,0.0,0.0,0.0,105.0,145.0,1416.0,72.4,11.0,9.8,13.5
Stefon,Diggs,16906,WR,2020,265.1,16.6,16,1.0,1.0,1.0,0.0,127.0,166.0,1535.0,76.5,8.0,9.2,12.1
James,Robinson,21970,RB,2020,225.9,16.1,14,240.0,1070.0,4.5,7.0,49.0,60.0,344.0,81.7,3.0,5.7,7.0
Josh,Jacobs,20824,RB,2020,214.8,14.3,15,273.0,1065.0,3.9,12.0,33.0,45.0,238.0,73.3,0.0,5.3,7.2
Nick,Chubb,19798,RB,2020,199.7,16.6,12,190.0,1067.0,5.6,12.0,16.0,18.0,150.0,88.9,0.0,8.3,9.4
Calvin,Ridley,19802,WR,2020,236.5,15.8,15,5.0,1.0,0.2,0.0,90.0,143.0,1374.0,62.9,9.0,9.6,15.3
DK,Metcalf,20875,WR,2020,229.8,14.4,16,0.0,0.0,0.0,0.0,83.0,129.0,1303.0,64.3,10.0,10.1,15.7
Justin,Jefferson,21685,WR,2020,230.2,14.4,16,1.0,2.0,2.0,0.0,88.0,125.0,1400.0,70.4,7.0,11.2,15.9
Kareem,Hunt,18944,RB,2020,199.5,12.5,16,198.0,841.0,4.2,6.0,38.0,51.0,304.0,74.5,5.0,6.0,8.0
Adam,Thielen,15534,WR,2020,217.0,14.5,15,3.0,15.0,5.0,0.0,74.0,108.0,925.0,68.5,14.0,8.6,12.5
Mike,Evans,16597,WR,2020,213.6,13.4,16,0.0,0.0,0.0,0.0,70.0,109.0,1006.0,64.2,13.0,9.2,14.4
DeAndre,Hopkins,14986,WR,2020,230.3,14.4,16,1.0,1.0,1.0,0.0,115.0,160.0,1407.0,71.9,6.0,8.8,12.2
Ezekiel,Elliott,17923,RB,2020,197.7,13.2,15,244.0,979.0,4.0,6.0,52.0,71.0,338.0,73.2,2.0,4.8,6.5
Darren,Waller,16964,TE,2020,225.1,14.1,16,0.0,0.0,0.0,0.0,107.0,145.0,1196.0,73.8,9.0,8.2,11.2
AJ,Brown,21042,WR,2020,206.5,14.8,14,0.0,0.0,0.0,0.0,70.0,106.0,1075.0,66.0,11.0,10.1,15.4
Kenyan,Drake,18003,RB,2020,179.7,12.0,15,239.0,955.0,4.0,10.0,25.0,31.0,137.0,80.6,0.0,4.4,5.5
Melvin,Gordon,16776,RB,2020,182.4,12.2,15,215.0,986.0,4.6,9.0,32.0,44.0,158.0,72.7,1.0,3.6,4.9
Antonio,Gibson,21861,RB,2020,184.2,13.2,14,170.0,795.0,4.7,11.0,36.0,44.0,247.0,81.8,0.0,5.6,6.9
Tyler,Lockett,16830,WR,2020,215.4,13.5,16,0.0,0.0,0.0,0.0,100.0,132.0,1054.0,75.8,10.0,8.0,10.5
Allen,Robinson,16263,WR,2020,211.9,13.2,16,1.0,-1.0,-1.0,0.0,102.0,151.0,1250.0,67.5,6.0,8.3,12.3
Ronald,Jones,19861,RB,2020,172.3,12.3,14,192.0,978.0,5.1,7.0,28.0,42.0,165.0,66.7,1.0,3.9,5.9
Robert,Woods,14871,WR,2020,200.1,12.5,16,24.0,155.0,6.5,2.0,90.0,129.0,936.0,69.8,6.0,7.3,10.4
Chase,Claypool,21752,WR,2020,183.9,11.5,16,10.0,16.0,1.6,2.0,62.0,109.0,873.0,56.9,9.0,8.0,14.1
Marvin,Jones,13870,WR,2020,189.8,11.9,16,0.0,0.0,0.0,0.0,76.0,115.0,978.0,66.1,9.0,8.5,12.9
Brandin,Cooks,16568,WR,2020,191.5,12.8,15,0.0,0.0,0.0,0.0,81.0,119.0,1150.0,68.1,6.0,9.7,14.2
Chris,Carson,19119,RB,2020,169.3,14.1,12,141.0,681.0,4.8,5.0,37.0,46.0,287.0,80.4,4.0,6.2,7.8
JK,Dobbins,21674,RB,2020,159.5,10.6,15,134.0,805.0,6.0,9.0,18.0,24.0,120.0,75.0,0.0,5.0,6.7
Mike,Davis,16887,RB,2020,177.0,11.8,15,165.0,642.0,3.9,6.0,59.0,70.0,373.0,84.3,2.0,5.3,6.3
David,Johnson,16847,RB,2020,163.0,13.6,12,147.0,691.0,4.7,6.0,33.0,46.0,314.0,71.7,2.0,6.8,9.5
DJ,Moore,19844,WR,2020,178.5,11.9,15,2.0,22.0,11.0,0.0,66.0,118.0,1193.0,55.9,4.0,10.1,18.1
Keenan,Allen,15076,WR,2020,195.1,13.9,14,1.0,-1.0,-1.0,0.0,100.0,147.0,992.0,68.0,8.0,6.7,9.9
Amari,Cooper,16765,WR,2020,190.8,11.9,16,6.0,14.0,2.3,0.0,92.0,130.0,1114.0,70.8,5.0,8.6,12.1
DAndre,Swift,21684,RB,2020,166.8,12.8,13,114.0,521.0,4.6,8.0,46.0,57.0,357.0,80.7,2.0,6.3,7.8
Miles,Sanders,20933,RB,2020,156.4,13.0,12,164.0,867.0,5.3,6.0,28.0,52.0,197.0,53.8,0.0,3.8,7.0
Clyde,EdwardsHelaire,21769,RB,2020,158.0,12.2,13,181.0,803.0,4.4,4.0,36.0,54.0,297.0,66.7,1.0,5.5,8.2
Todd,Gurley,16771,RB,2020,150.7,10.0,15,195.0,678.0,3.5,9.0,25.0,34.0,164.0,73.5,0.0,4.8,6.6
CeeDee,Lamb,21679,WR,2020,174.7,10.9,16,10.0,82.0,8.2,1.0,74.0,111.0,935.0,66.7,5.0,8.4,12.6
Nelson,Agholor,16781,WR,2020,161.6,10.1,16,0.0,0.0,0.0,0.0,48.0,82.0,896.0,58.5,8.0,10.9,18.7
JuJu,SmithSchuster,18883,WR,2020,185.6,11.6,16,0.0,0.0,0.0,0.0,97.0,128.0,831.0,75.8,9.0,6.5,8.6
Terry,McLaurin,20873,WR,2020,180.3,12.0,15,2.0,30.0,15.0,0.0,87.0,134.0,1118.0,64.9,4.0,8.3,12.9
Will,Fuller,17916,WR,2020,162.4,14.8,11,1.0,0.0,0.0,0.0,53.0,75.0,879.0,70.7,8.0,11.7,16.6
Curtis,Samuel,18928,WR,2020,173.6,11.6,15,41.0,200.0,4.9,2.0,77.0,97.0,851.0,79.4,3.0,8.8,11.1
Diontae,Johnson,21077,WR,2020,177.8,11.9,15,3.0,15.0,5.0,0.0,88.0,144.0,923.0,61.1,7.0,6.4,10.5
Nyheim,Hines,19912,RB,2020,161.7,10.1,16,89.0,380.0,4.3,3.0,63.0,76.0,482.0,82.9,4.0,6.3,7.7
James,Conner,18983,RB,2020,147.1,11.3,13,169.0,721.0,4.3,6.0,35.0,43.0,215.0,81.4,0.0,5.0,6.1
Jeff,Wilson,20360,RB,2020,135.8,12.3,11,126.0,600.0,4.8,7.0,13.0,28.0,133.0,46.4,3.0,4.8,10.2
Robby,Anderson,18187,WR,2020,176.6,11.0,16,4.0,15.0,3.8,0.0,95.0,136.0,1096.0,69.9,3.0,8.1,11.5
Tee,Higgins,21690,WR,2020,161.1,10.1,16,5.0,28.0,5.6,0.0,67.0,108.0,908.0,62.0,6.0,8.4,13.6
Corey,Davis,18879,WR,2020,158.9,11.4,14,0.0,0.0,0.0,0.0,65.0,92.0,984.0,70.7,5.0,10.7,15.1
Chris,Godwin,18880,WR,2020,158.5,13.2,12,0.0,0.0,0.0,0.0,65.0,84.0,840.0,77.4,7.0,10.0,12.9
Cole,Beasley,14141,WR,2020,166.5,11.1,15,0.0,0.0,0.0,0.0,82.0,107.0,967.0,76.6,4.0,9.0,11.8
Marquise,Brown,21045,WR,2020,154.0,9.6,16,1.0,1.0,1.0,0.0,58.0,100.0,769.0,58.0,8.0,7.7,13.3
Robert,Tonyan,19491,TE,2020,150.6,9.4,16,0.0,0.0,0.0,0.0,52.0,59.0,586.0,88.1,11.0,9.9,11.3
Brandon,Aiyuk,21747,WR,2020,154.5,12.9,12,6.0,77.0,12.8,2.0,60.0,96.0,748.0,62.5,5.0,7.8,12.5
Myles,Gaskin,20768,RB,2020,143.7,14.4,10,142.0,584.0,4.1,3.0,41.0,47.0,388.0,87.2,2.0,8.3,9.5
Gus,Edwards,20239,RB,2020,123.7,7.7,16,144.0,723.0,5.0,6.0,9.0,13.0,129.0,69.2,0.0,9.9,14.3
Cooper,Kupp,18882,WR,2020,162.7,10.8,15,4.0,33.0,8.2,0.0,92.0,124.0,974.0,74.2,3.0,7.9,10.6
Jarvis,Landry,16020,WR,2020,151.96,10.1,15,4.0,10.0,2.5,1.0,72.0,101.0,840.0,71.3,3.0,8.3,11.7
Wayne,Gallman,18996,RB,2020,126.1,8.4,15,147.0,682.0,4.6,6.0,21.0,27.0,114.0,77.8,0.0,4.2,5.4
Chase,Edmonds,19919,RB,2020,141.5,8.8,16,97.0,448.0,4.6,1.0,53.0,67.0,402.0,79.1,4.0,6.0,7.6
Michael,Gallup,19867,WR,2020,143.8,9.0,16,0.0,0.0,0.0,0.0,59.0,105.0,843.0,56.2,5.0,8.0,14.3
Darrell,Henderson,20798,RB,2020,122.3,8.2,15,138.0,624.0,4.5,5.0,16.0,24.0,159.0,66.7,1.0,6.6,9.9
Tyler,Boyd,17986,WR,2020,153.14,10.2,15,5.0,49.0,9.8,0.0,79.0,110.0,841.0,71.8,4.0,7.6,10.6
Latavius,Murray,15071,RB,2020,124.7,8.3,15,146.0,656.0,4.5,4.0,23.0,26.0,176.0,88.5,1.0,6.8,7.7
Jamison,Crowder,16866,WR,2020,142.52,11.9,12,1.0,14.0,14.0,0.0,59.0,88.0,699.0,67.0,6.0,7.9,11.8
Adrian,Peterson,4807,RB,2020,118.5,7.4,16,156.0,604.0,3.9,7.0,12.0,18.0,101.0,66.7,0.0,5.6,8.4
Mark,Andrews,19803,TE,2020,141.1,10.1,14,0.0,0.0,0.0,0.0,58.0,88.0,701.0,65.9,7.0,8.0,12.1
JD,McKissic,18464,RB,2020,151.4,9.5,16,85.0,365.0,4.3,1.0,80.0,110.0,589.0,72.7,2.0,5.4,7.4
Austin,Ekeler,19562,RB,2020,138.3,13.8,10,116.0,530.0,4.6,1.0,54.0,65.0,403.0,83.1,2.0,6.2,7.5
Giovani,Bernard,14916,RB,2020,134.6,8.4,16,124.0,416.0,3.4,3.0,47.0,59.0,355.0,79.7,3.0,6.0,7.6
Tim,Patrick,19207,WR,2020,135.7,9.0,15,0.0,0.0,0.0,0.0,51.0,79.0,742.0,64.6,6.0,9.4,14.5
Russell,Gage,20006,WR,2020,145.06,9.1,16,2.0,9.0,4.5,0.0,72.0,110.0,786.0,65.5,4.0,7.1,10.9
TJ,Hockenson,20805,TE,2020,141.8,8.9,16,1.0,0.0,0.0,0.0,67.0,101.0,723.0,66.3,6.0,7.2,10.8
TY,Hilton,14005,WR,2020,136.2,9.1,15,0.0,0.0,0.0,0.0,56.0,93.0,762.0,60.2,5.0,8.2,13.6
Mike,Gesicki,19853,TE,2020,132.8,8.9,15,0.0,0.0,0.0,0.0,53.0,85.0,703.0,62.4,6.0,8.3,13.3
Mike,Williams,18914,WR,2020,129.7,8.6,15,1.0,1.0,1.0,0.0,48.0,85.0,756.0,56.5,5.0,8.9,15.8
Jerry,Jeudy,21692,WR,2020,131.6,8.2,16,0.0,0.0,0.0,0.0,52.0,113.0,856.0,46.0,3.0,7.6,16.5
Devin,Singletary,20941,RB,2020,124.6,7.8,16,156.0,687.0,4.4,2.0,38.0,50.0,269.0,76.0,0.0,5.4,7.1
Logan,Thomas,16656,TE,2020,140.62,8.8,16,3.0,5.0,1.7,0.0,72.0,110.0,670.0,65.5,6.0,6.1,9.3
Rob,Gronkowski,10974,TE,2020,126.8,7.9,16,0.0,0.0,0.0,0.0,45.0,77.0,623.0,58.4,7.0,8.1,13.8
Marquez,ValdesScantling,19976,WR,2020,120.8,7.6,16,4.0,13.0,3.2,0.0,33.0,63.0,690.0,52.4,6.0,11.0,20.9
Emmanuel,Sanders,11063,WR,2020,134.3,9.6,14,1.0,12.0,12.0,0.0,61.0,82.0,726.0,74.4,5.0,8.9,11.9
DeVante,Parker,16775,WR,2020,134.8,9.6,14,0.0,0.0,0.0,0.0,63.0,103.0,793.0,61.2,4.0,7.7,12.6
Gabriel,Davis,21735,WR,2020,119.4,7.5,16,1.0,0.0,0.0,0.0,35.0,62.0,599.0,56.5,7.0,9.7,17.1
DJ,Chark,19816,WR,2020,127.1,9.8,13,0.0,0.0,0.0,0.0,53.0,93.0,706.0,57.0,5.0,7.6,13.3
Jonnu,Smith,18990,TE,2020,119.7,8.0,15,2.0,4.0,2.0,1.0,41.0,65.0,448.0,63.1,8.0,6.9,10.9
Laviska,Shenault,21697,WR,2020,128.1,9.2,14,18.0,91.0,5.1,0.0,58.0,79.0,600.0,73.4,5.0,7.6,10.3
Christian,Kirk,19815,WR,2020,122.4,8.7,14,2.0,3.0,1.5,0.0,48.0,79.0,621.0,60.8,6.0,7.9,12.9
Sterling,Shepard,17961,WR,2020,129.5,10.8,12,6.0,49.0,8.2,1.0,66.0,90.0,656.0,73.3,3.0,7.3,9.9
Jamaal,Williams,18995,RB,2020,111.6,8.0,14,119.0,505.0,4.2,2.0,31.0,35.0,236.0,88.6,1.0,6.7,7.6
Leonard,Fournette,18803,RB,2020,114.0,8.8,13,97.0,367.0,3.8,6.0,36.0,47.0,233.0,76.6,0.0,5.0,6.5
Julio,Jones,13291,WR,2020,120.6,13.4,9,0.0,0.0,0.0,0.0,51.0,68.0,771.0,75.0,3.0,11.3,15.1
Keelan,Cole,19514,WR,2020,121.9,7.6,16,1.0,2.0,2.0,0.0,55.0,88.0,642.0,62.5,5.0,7.3,11.7
Jimmy,Graham,11488,TE,2020,118.6,7.4,16,0.0,0.0,0.0,0.0,50.0,76.0,456.0,65.8,8.0,6.0,9.1
Jerick,McKinnon,16510,RB,2020,109.7,6.9,16,81.0,319.0,3.9,5.0,33.0,46.0,253.0,71.7,1.0,5.5,7.7
Hayden,Hurst,19843,TE,2020,121.1,7.6,16,0.0,0.0,0.0,0.0,56.0,88.0,571.0,63.6,6.0,6.5,10.2
Zach,Pascal,19172,WR,2020,114.9,7.2,16,0.0,0.0,0.0,0.0,44.0,71.0,629.0,62.0,5.0,8.9,14.3
Tony,Pollard,20912,RB,2020,106.7,6.7,16,101.0,435.0,4.3,4.0,28.0,40.0,192.0,70.0,1.0,4.8,6.9
Darnell,Mooney,21961,WR,2020,121.6,7.6,16,4.0,20.0,5.0,0.0,61.0,98.0,631.0,62.2,4.0,6.4,10.3
Darius,Slayton,20943,WR,2020,116.0,7.2,16,2.0,-1.0,-0.5,0.0,50.0,97.0,751.0,51.5,3.0,7.7,15.0
Cam,Akers,21688,RB,2020,96.3,7.4,13,145.0,625.0,4.3,2.0,11.0,14.0,123.0,78.6,1.0,8.8,11.2
Jared,Cook,8534,TE,2020,108.9,7.3,15,0.0,0.0,0.0,0.0,37.0,60.0,504.0,61.7,7.0,8.4,13.6
Zack,Moss,21784,RB,2020,94.6,7.3,13,112.0,481.0,4.3,4.0,14.0,18.0,95.0,77.8,1.0,5.3,6.8
Noah,Fant,20753,TE,2020,118.3,7.9,15,0.0,0.0,0.0,0.0,62.0,93.0,673.0,66.7,3.0,7.2,10.9
Damien,Harris,20790,RB,2020,88.8,8.9,10,137.0,691.0,5.0,2.0,5.0,7.0,52.0,71.4,0.0,7.4,10.4
Malcolm,Brown,17053,RB,2020,97.6,6.1,16,101.0,419.0,4.1,5.0,23.0,33.0,162.0,69.7,0.0,4.9,7.0
Eric,Ebron,16451,TE,2020,113.8,7.6,15,0.0,0.0,0.0,0.0,56.0,91.0,558.0,61.5,5.0,6.1,10.0
Hunter,Henry,17975,TE,2020,115.3,8.2,14,0.0,0.0,0.0,0.0,60.0,93.0,613.0,64.5,4.0,6.6,10.2
Frank,Gore,5820,RB,2020,92.2,6.1,15,187.0,653.0,3.5,2.0,16.0,19.0,89.0,84.2,0.0,4.7,5.6
Tyler,Higbee,18032,TE,2020,106.2,7.1,15,1.0,1.0,1.0,0.0,44.0,60.0,521.0,73.3,5.0,8.7,11.8
Rashard,Higgins,18089,WR,2020,102.4,7.9,13,0.0,0.0,0.0,0.0,37.0,52.0,599.0,71.2,4.0,11.5,16.2
David,Moore,19120,WR,2020,101.3,6.3,16,8.0,61.0,7.6,0.0,35.0,47.0,417.0,74.5,6.0,8.9,11.9
Raheem,Mostert,17217,RB,2020,91.7,11.5,8,104.0,521.0,5.0,2.0,16.0,19.0,156.0,84.2,1.0,8.2,9.8
Jakobi,Meyers,20876,WR,2020,113.02,8.1,14,2.0,9.0,4.5,0.0,59.0,81.0,729.0,72.8,0.0,9.0,12.4
Dalton,Schultz,19920,TE,2020,115.0,7.2,16,0.0,0.0,0.0,0.0,63.0,89.0,615.0,70.8,4.0,6.9,9.8
Rex,Burkhead,14917,RB,2020,95.1,9.5,10,67.0,274.0,4.1,3.0,25.0,33.0,192.0,75.8,3.0,5.8,7.7
Mecole,Hardman,20788,WR,2020,101.6,6.4,16,4.0,31.0,7.8,0.0,41.0,62.0,560.0,66.1,4.0,9.0,13.7
Kendrick,Bourne,19318,WR,2020,105.2,7.0,15,0.0,0.0,0.0,0.0,49.0,74.0,667.0,66.2,2.0,9.0,13.6
Greg,Ward,19705,WR,2020,106.6,6.7,16,2.0,-4.0,-2.0,0.0,53.0,79.0,419.0,67.1,6.0,5.3,7.9
Joe,Mixon,18858,RB,2020,89.1,14.8,6,119.0,428.0,3.6,3.0,21.0,26.0,138.0,80.8,1.0,5.3,6.6
Evan,Engram,18912,TE,2020,109.5,6.8,16,6.0,26.0,4.3,1.0,63.0,109.0,654.0,57.8,1.0,6.0,10.4
Travis,Fulgham,20762,WR,2020,96.9,7.5,13,0.0,0.0,0.0,0.0,38.0,67.0,539.0,56.7,4.0,8.0,14.2
George,Kittle,19063,TE,2020,101.1,12.6,8,2.0,17.0,8.5,0.0,48.0,63.0,634.0,76.2,2.0,10.1,13.2
Hunter,Renfrow,20924,WR,2020,103.6,6.5,16,0.0,0.0,0.0,0.0,56.0,77.0,656.0,72.7,2.0,8.5,11.7
Alexander,Mattison,20868,RB,2020,80.4,6.2,13,96.0,434.0,4.5,2.0,13.0,15.0,125.0,86.7,1.0,8.3,9.6
Christian,McCaffrey,18877,RB,2020,81.9,27.3,3,59.0,225.0,3.8,5.0,17.0,19.0,149.0,89.5,1.0,7.8,8.8
Josh,Reynolds,19017,WR,2020,98.3,6.1,16,1.0,5.0,5.0,0.0,52.0,81.0,618.0,64.2,2.0,7.6,11.9
Antonio,Brown,11056,WR,2020,94.6,11.8,8,2.0,-2.0,-1.0,0.0,45.0,61.0,483.0,73.8,4.0,7.9,10.7
Boston,Scott,20039,RB,2020,83.1,5.2,16,80.0,374.0,4.7,1.0,25.0,36.0,212.0,69.4,1.0,5.9,8.5
Dallas,Goedert,19863,TE,2020,93.4,8.5,11,0.0,0.0,0.0,0.0,46.0,65.0,524.0,70.8,3.0,8.1,11.4
Brian,Hill,19033,RB,2020,82.9,5.2,16,100.0,465.0,4.6,1.0,25.0,30.0,199.0,83.3,0.0,6.6,8.0
Scotty,Miller,21138,WR,2020,86.0,5.4,16,3.0,14.0,4.7,0.0,33.0,53.0,501.0,62.3,3.0,9.5,15.2
James,Washington,19865,WR,2020,84.2,5.3,16,0.0,0.0,0.0,0.0,30.0,56.0,392.0,53.6,5.0,7.0,13.1
Jalen,Guyton,21448,WR,2020,83.1,5.2,16,2.0,0.0,0.0,0.0,28.0,55.0,511.0,50.9,3.0,9.3,18.2
Breshad,Perriman,16787,WR,2020,84.1,7.0,12,1.0,6.0,6.0,0.0,30.0,60.0,505.0,50.0,3.0,8.4,16.8
TreQuan,Smith,19897,WR,2020,86.1,6.2,14,1.0,3.0,3.0,0.0,34.0,50.0,448.0,68.0,4.0,9.0,13.2
Carlos,Hyde,16668,RB,2020,76.9,7.7,10,81.0,356.0,4.4,4.0,16.0,20.0,93.0,80.0,0.0,4.6,5.8
Devontae,Booker,17970,RB,2020,77.2,4.8,16,93.0,423.0,4.5,3.0,17.0,21.0,84.0,81.0,0.0,4.0,4.9
Irv,Smith,20949,TE,2020,83.5,6.4,13,0.0,0.0,0.0,0.0,30.0,43.0,365.0,69.8,5.0,8.5,12.2
Sony,Michel,19828,RB,2020,71.8,8.0,9,79.0,449.0,5.7,1.0,7.0,9.0,114.0,77.8,1.0,12.7,16.3
Damiere,Byrd,17141,WR,2020,91.4,5.7,16,2.0,15.0,7.5,0.0,47.0,77.0,604.0,61.0,1.0,7.8,12.9
James,White,16056,RB,2020,92.1,6.6,14,35.0,121.0,3.5,2.0,49.0,62.0,375.0,79.0,1.0,6.0,7.7
Austin,Hooper,17963,TE,2020,90.5,7.0,13,0.0,0.0,0.0,0.0,46.0,70.0,435.0,65.7,4.0,6.2,9.5
Dan,Arnold,19659,TE,2020,81.3,5.1,16,0.0,0.0,0.0,0.0,31.0,45.0,438.0,68.9,4.0,9.7,14.1
Benny,Snell,20950,RB,2020,69.9,4.4,16,111.0,368.0,3.3,4.0,10.0,14.0,61.0,71.4,0.0,4.4,6.1
Kalen,Ballage,19824,RB,2020,79.4,7.2,11,91.0,303.0,3.3,3.0,29.0,37.0,166.0,78.4,0.0,4.5,5.7
Allen,Lazard,20145,WR,2020,81.3,8.1,10,2.0,17.0,8.5,0.0,33.0,46.0,451.0,71.7,3.0,9.8,13.7
AJ,Green,12845,WR,2020,87.8,5.5,16,0.0,0.0,0.0,0.0,47.0,104.0,523.0,45.2,2.0,5.0,11.1
Odell,Beckham,16389,WR,2020,75.32,10.8,7,3.0,72.0,24.0,1.0,23.0,43.0,319.0,53.5,3.0,7.4,13.9
John,Brown,16640,WR,2020,80.3,8.9,9,0.0,0.0,0.0,0.0,33.0,52.0,458.0,63.5,3.0,8.8,13.9
Isaiah,McKenzie,19043,WR,2020,78.58,4.9,16,10.0,9.0,0.9,0.0,30.0,34.0,282.0,88.2,5.0,8.3,9.4
Demarcus,Robinson,18047,WR,2020,85.1,5.3,16,0.0,0.0,0.0,0.0,45.0,59.0,466.0,76.3,3.0,7.9,10.4
Randall,Cobb,13227,WR,2020,81.1,8.1,10,0.0,0.0,0.0,0.0,38.0,48.0,441.0,79.2,3.0,9.2,11.6
Willie,Snead,16141,WR,2020,77.7,6.0,13,0.0,0.0,0.0,0.0,33.0,48.0,432.0,68.8,3.0,9.0,13.1
Danny,Amendola,9906,WR,2020,83.4,6.0,14,1.0,2.0,2.0,0.0,46.0,69.0,602.0,66.7,0.0,8.7,13.1
Braxton,Berrios,20038,WR,2020,78.8,4.9,16,3.0,29.0,9.7,0.0,37.0,55.0,394.0,67.3,3.0,7.2,10.6
KJ,Hamler,21759,WR,2020,75.1,5.8,13,9.0,40.0,4.4,0.0,30.0,56.0,381.0,53.6,3.0,6.8,12.7
Anthony,Miller,19864,WR,2020,84.2,5.3,16,2.0,12.0,6.0,0.0,49.0,76.0,485.0,64.5,2.0,6.4,9.9
Tyron,Johnson,20838,WR,2020,69.5,5.8,12,3.0,17.0,5.7,0.0,20.0,26.0,398.0,76.9,3.0,15.3,19.9
Phillip,Lindsay,20128,RB,2020,62.5,5.7,11,118.0,502.0,4.3,1.0,7.0,14.0,28.0,50.0,0.0,2.0,4.0
Michael,Pittman,21744,WR,2020,78.9,6.1,13,3.0,26.0,8.7,0.0,40.0,61.0,503.0,65.6,1.0,8.2,12.6
LeVeon,Bell,14967,RB,2020,66.6,6.1,11,82.0,328.0,4.0,2.0,16.0,20.0,138.0,80.0,0.0,6.9,8.6
Joshua,Kelley,21776,RB,2020,69.7,5.0,14,111.0,354.0,3.2,2.0,23.0,23.0,148.0,100.0,0.0,6.4,6.4
Henry,RuggsI,21694,WR,2020,71.1,5.5,13,9.0,49.0,5.4,0.0,26.0,43.0,452.0,60.5,2.0,10.5,17.4
Salvon,Ahmed,21843,RB,2020,63.5,10.6,6,75.0,319.0,4.3,3.0,11.0,14.0,61.0,78.6,0.0,4.4,5.5
Chris,Conley,16837,WR,2020,77.1,5.1,15,0.0,0.0,0.0,0.0,40.0,63.0,471.0,63.5,2.0,7.5,11.8
Preston,Williams,20988,WR,2020,65.8,8.2,8,0.0,0.0,0.0,0.0,18.0,35.0,288.0,51.4,4.0,8.2,16.0
Duke,Johnson,16838,RB,2020,70.4,6.4,11,77.0,235.0,3.1,1.0,28.0,35.0,249.0,80.0,1.0,7.1,8.9
Trey,Burton,15965,TE,2020,69.3,5.3,13,2.0,3.0,1.5,2.0,28.0,47.0,250.0,59.6,3.0,5.3,8.9
Darren,Fells,15247,TE,2020,65.7,4.1,16,0.0,0.0,0.0,0.0,21.0,28.0,312.0,75.0,4.0,11.1,14.9
Samaje,Perine,18993,RB,2020,60.2,3.8,16,63.0,301.0,4.8,3.0,11.0,12.0,66.0,91.7,0.0,5.5,6.0
Cam,Sims,20529,WR,2020,70.2,4.4,16,1.0,5.0,5.0,0.0,32.0,49.0,477.0,65.3,1.0,9.7,14.9
Keke,Coutee,19937,WR,2020,70.5,8.8,8,0.0,0.0,0.0,0.0,33.0,40.0,400.0,82.5,3.0,10.0,12.1
Kerryon,Johnson,19822,RB,2020,62.3,3.9,16,52.0,181.0,3.5,2.0,19.0,26.0,187.0,73.1,1.0,7.2,9.8
Gerald,Everett,18935,TE,2020,72.4,4.5,16,1.0,2.0,2.0,1.0,41.0,62.0,417.0,66.1,1.0,6.7,10.2
Golden,Tate,11611,WR,2020,69.02,5.8,12,0.0,0.0,0.0,0.0,35.0,52.0,388.0,67.3,2.0,7.5,11.1
Peyton,Barber,18375,RB,2020,53.0,3.3,16,94.0,258.0,2.7,4.0,4.0,7.0,12.0,57.1,0.0,1.7,3.0
Miles,Boykin,21037,WR,2020,60.1,3.8,16,0.0,0.0,0.0,0.0,19.0,33.0,266.0,57.6,4.0,8.1,14.0
Sammy,Watkins,16003,WR,2020,68.9,6.9,10,1.0,3.0,3.0,0.0,37.0,55.0,421.0,67.3,2.0,7.7,11.4
Jalen,Reagor,21686,WR,2020,65.7,6.0,11,4.0,26.0,6.5,0.0,31.0,54.0,396.0,57.4,1.0,7.3,12.8
Mo,AlieCox,18900,TE,2020,64.9,4.3,15,0.0,0.0,0.0,0.0,31.0,38.0,394.0,81.6,2.0,10.4,12.7
Jordan,Wilkins,19979,RB,2020,55.3,3.7,15,84.0,308.0,3.7,1.0,12.0,16.0,105.0,75.0,0.0,6.6,8.8
Deebo,Samuel,20932,WR,2020,64.2,9.2,7,8.0,26.0,3.2,0.0,33.0,44.0,391.0,75.0,1.0,8.9,11.8
Ty,Johnson,20837,RB,2020,55.3,4.3,13,54.0,254.0,4.7,1.0,16.0,21.0,99.0,76.2,1.0,4.7,6.2
Jordan,Reed,15100,TE,2020,60.1,6.0,10,0.0,0.0,0.0,0.0,26.0,46.0,231.0,56.5,4.0,5.0,8.9
Mark,Ingram,13337,RB,2020,49.9,4.5,11,72.0,299.0,4.2,2.0,6.0,8.0,50.0,75.0,0.0,6.2,8.3
